"Symbol";"Company";"Sector";"Subsector";"Price";"Country"
"NEWT";"Newtek Business Services Corp";"Financial Services";"Asset Management";"28.63";"USA"
"NEWUF";"Newtopia Inc";"Healthcare";"Healthcare Providers & Services";"0.4";"Canada"
"NTWN";"Newtown Lane Marketing Inc";"Financial Services";"Diversified Financial Services";"8.25";"USA"
"NXGRF";"NEX Group PLC";"Financial Services";"Capital Markets";"13.9";"UK"
"NEXGY";"NEX Group PLC";"Financial Services";"Capital Markets";"27.75";"UK"
"NEXA";"Nexa Resources SA";"Basic Materials";"Metals & Mining";"8.13";"Luxembourg"
"NEXCF";"Nexam Chemical Holding AB";"Basic Materials";"Chemicals";"1.72";"Sweden"
"NEXNY";"Nexans";"Industrials";"Industrial Products";"23.62";"France"
"NXPRF";"Nexans";"Industrials";"Industrial Products";"101.45";"France"
"NXCR";"NexCore Healthcare Capital Corp";"Real Estate";"Real Estate";"0.05";"USA"
"NEXNF";"NEXE Innovations Inc";"Consumer Cyclical";"Packaging & Containers";"0.63";"Canada"
"NXEPF.PFD";"Nexen Tire Corp";"Consumer Cyclical";"Vehicles & Parts";"4.99";"Korea, South"
"NXEO.WS";"Nexeo Solutions Inc";"Basic Materials";"Chemicals";"0.64";""
"NXEOU";"Nexeo Solutions Inc";"Basic Materials";"Chemicals";"10.5";"USA"
"NXNN";"Nexeon MedSystems Inc";"Healthcare";"Medical Devices & Instruments";"0.3";"USA"
"EMBYF";"Nexera Energy Inc";"Energy";"Oil & Gas";"0.03";"Canada"
"NXE";"NexGen Energy Ltd";"Energy";"Other Energy Sources";"4.61";"Canada"
"NXGM";"NexGen Mining Inc";"Basic Materials";"Metals & Mining";"0.06";"USA"
"NEGXF";"NexgenRx Inc";"Healthcare";"Healthcare Plans";"0.27";"Canada"
"NEXPF";"Nexi SpA";"Technology";"Software";"22";"Italy"
"NEXXY";"Nexi SpA";"Technology";"Software";"20.34";"Italy"
"SAKL";"Nexia Holdings Inc";"Communication Services";"Media - Diversified";"0.16";"USA"
"NXEN";"Nexien BioPharma Inc";"Healthcare";"Drug Manufacturers";"0.06";"USA"
"NEXI";"NexImmune Inc";"Healthcare";"Biotechnology";"14";"USA"
"NNXXY";"Nexity SA";"Real Estate";"Real Estate";"8.27";"France"
"NEXJF";"NexJ Systems Inc";"Technology";"Software";"0.47";"Canada"
"NEXOF";"NEXON Co Ltd";"Communication Services";"Interactive Media";"18.74";"Japan"
"NEXOY";"NEXON Co Ltd";"Communication Services";"Interactive Media";"18.5";"Japan"
"NXOPF";"NexOptic Technology Corp";"Technology";"Hardware";"0.22";"Canada"
"NREF";"NexPoint Real Estate Finance Inc";"Real Estate";"REITs";"21.24";"USA"
"NREFpA.PFD";"NexPoint Real Estate Finance Inc";"Real Estate";"REITs";"26.2";"USA"
NA;NA;NA;NA;NA;NA
"NHFPA.PFD";"NexPoint Strategic Opportunities Fund";"Financial Services";"Asset Management";"22.4";"USA"
"NHF";"NexPoint Strategic Opportunities Fund";"Financial Services";"Asset Management";"15.24";"USA"
"NXST";"Nexstar Media Group Inc";"Communication Services";"Media - Diversified";"147.93";"USA"
"NXTBF";"Next Biometrics Group ASA";"Technology";"Hardware";"1.02";"Norway"
"NEXD";"Next Dynamics Inc";"Industrials";"Aerospace & Defense";"0.92";"USA"
"NXFNF";"Next Fifteen Communications Group PLC";"Communication Services";"Media - Diversified";"12.75";"UK"
"NXXTF";"Next Games Corp";"Communication Services";"Interactive Media";"2.25";"Finland"
"GPNE";"Next Graphite Inc";"Basic Materials";"Metals & Mining";"0.01";"USA"
"NXGWF";"Next Green Wave Holdings Inc";"Healthcare";"Drug Manufacturers";"0.44";"Canada"
"NXMH";"Next Meats Holdings Inc";"Financial Services";"Diversified Financial Services";"3.95";"USA"
"NXGPF";"Next PLC";"Consumer Cyclical";"Retail - Cyclical";"106.21";"UK"
"NXGPY";"Next PLC";"Consumer Cyclical";"Retail - Cyclical";"55.55";"UK"
"NXSCF";"Next Science Ltd";"Healthcare";"Drug Manufacturers";"1.05";"Australia"
"CHMX";"Next-ChemX Corp";"Industrials";"Business Services";"9.01";"USA"
"NXTN";"Next10 Inc";"Industrials";"Transportation";"2.5";"USA"
"MROMF";"Nextage Therapeutics Ltd";"Healthcare";"Drug Manufacturers";"1.3";"Israel"
"NXTC";"NextCure Inc";"Healthcare";"Biotechnology";"7.55";"USA"
"NXDCF";"Nextdc Ltd";"Technology";"Software";"9.65";"Australia"
"NEXT";"NextDecade Corp";"Energy";"Oil & Gas";"3.2";"USA"
"NEXCF";"NexTech AR Solutions Corp";"Basic Materials";"Chemicals";"1.72";"Sweden"
"NXSL";"Nextech Solutions Inc";"Technology";"Hardware";"0.01";"USA"
"NTXVF";"Nexteer Automotive Group Ltd";"Consumer Cyclical";"Vehicles & Parts";"1.05";"USA"
"NXGT";"Nexteligent Holdings Inc";"Healthcare";"Healthcare Providers & Services";"0.1";"USA"
"NEE";"NextEra Energy Inc";"Utilities";"Utilities - Regulated";"84.38";"USA"
"NEEPRQ";"NextEra Energy Inc";"Utilities";"Utilities - Regulated";"51.69";"USA"
"NEEpP";"NextEra Energy Inc";"Utilities";"Utilities - Regulated";"53.41";"USA"
"NEEpQ";"NextEra Energy Inc";"Utilities";"Utilities - Regulated";"54.12";"USA"
"NEEPO";"NextEra Energy Inc";"Utilities";"Utilities - Regulated";"61.98";"USA"
"NEEPRR";"NextEra Energy Inc";"Utilities";"Utilities - Regulated";"69.13";"USA"
"NEP";"NextEra Energy Partners LP";"Utilities";"Utilities - Independent Power Producers";"80";"USA"
"NGAC";"NextGen Acquisition Corp";"Financial Services";"Diversified Financial Services";"8.83";"USA"
"NGACU";"NextGen Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.26";"USA"
"NGACW";"NextGen Acquisition Corp";"Financial Services";"Diversified Financial Services";"1.01";"USA"
"NGCAW";"NextGen Acquisition Corp II";"Financial Services";"Diversified Financial Services";"1.42";"USA"
"NGCA";"NextGen Acquisition Corp II";"Financial Services";"Diversified Financial Services";"9.82";"USA"
"NGCAU";"NextGen Acquisition Corp II";"Financial Services";"Diversified Financial Services";"10.11";"USA"
"NXGN";"NextGen Healthcare Inc";"Healthcare";"Healthcare Providers & Services";"15.36";"USA"
"NEX";"NexTier Oilfield Solutions Inc";"Energy";"Oil & Gas";"3.58";"USA"
"OILFF";"Nextleaf Solutions Ltd";"Healthcare";"Drug Manufacturers";"0.16";"Canada"
"NXMR";"NextMart Inc";"Communication Services";"Media - Diversified";"0.02";"USA"
"NXTP";"NextPlay Technologies Inc";"Technology";"Software";"1.96";"USA"
"NACQF";"NextPoint Acquisition Corp";"Financial Services";"Diversified Financial Services";"9";"USA"
"NACQF";"NextPoint Financial Inc";"Financial Services";"Diversified Financial Services";"9";"USA"
"NXTFF";"Nextraction Energy Corp";"Financial Services";"Diversified Financial Services";"0.03";"Canada"
"NSRCF";"NextSource Materials Inc";"Basic Materials";"Metals & Mining";"1.89";"Canada"
"NEXS";"Nexus Biopharma Inc";"Healthcare";"Biotechnology";"0.01";"USA"
"IBGR";"Nexus Energy Services Inc";"Technology";"Software";"0.49";"USA"
"NXXGF";"Nexus Gold Corp";"Basic Materials";"Metals & Mining";"0.04";"Canada"
"EFRTF";"Nexus Real Estate Investment Trust";"Real Estate";"REITs";"9.57";"Canada"
"NFYEF";"NFI Group Inc";"Consumer Cyclical";"Vehicles & Parts";"24.18";"Canada"
"NFSE";"nFinanSe Inc";"Financial Services";"Banks";"0.01";"USA"
"NFONF";"NFON AG";"Technology";"Software";"21.6";"Germany"
"PENZF";"NG Energy International Corp";"Energy";"Oil & Gas";"0.02";"Canada"
"GASXF";"NG Energy International Corp";"Energy";"Oil & Gas";"0.82";"Canada"
"NGELY";"NGE Capital Ltd";"Financial Services";"Asset Management";"0.45";"Australia"
"NGELF";"NGE Capital Ltd";"Financial Services";"Asset Management";"0.46";"Australia"
"NGRP";"Ngen Technologies Holdings Corp";"Technology";"Hardware";"0.05";"USA"
"NGXXF";"NGEx Minerals Ltd";"Basic Materials";"Metals & Mining";"0.48";"Canada"
"NGKIF";"NGK Insulators Ltd";"Industrials";"Industrial Products";"15.5";"Japan"
"NGKSY";"NGK Spark Plug Co Ltd";"Consumer Cyclical";"Vehicles & Parts";"7.31";"Japan"
"NGKSF";"NGK Spark Plug Co Ltd";"Consumer Cyclical";"Vehicles & Parts";"15.7";"Japan"
"NGLpB.PFD";"NGL Energy Partners LP";"Energy";"Oil & Gas";"10.79";"USA"
"NGLpC.PFD";"NGL Energy Partners LP";"Energy";"Oil & Gas";"11.38";"USA"
"NGL";"NGL Energy Partners LP";"Energy";"Oil & Gas";"1.76";"USA"
"NGM";"NGM Biopharmaceuticals Inc";"Healthcare";"Biotechnology";"21.9";"USA"
"NIPMY";"NH Foods Ltd";"Consumer Defensive";"Consumer Packaged Goods";"19.02";"Japan"
"NHHEF";"NH Hotel Group SA";"Consumer Cyclical";"Travel & Leisure";"4.75";"Spain"
"NHLE";"Nhale Inc";"Consumer Defensive";"Tobacco Products";"0.03";"USA"
"NHKGF";"NHK Spring Co Ltd";"Consumer Cyclical";"Vehicles & Parts";"7.3";"Japan"
"ENGPF";"NHOA";"Industrials";"Industrial Products";"21.85";"France"
"NODK";"NI Holdings Inc";"Financial Services";"Insurance";"19.36";"USA"
"NMKpB.PFD";"Niagara Mohawk Power Corp";"Utilities";"Utilities - Regulated";"100.25";"USA"
"NMKpC.PFD";"Niagara Mohawk Power Corp";"Utilities";"Utilities - Regulated";"102.94";"USA"
"NMPWP.PFD";"Niagara Mohawk Power Corp";"Utilities";"Utilities - Regulated";"90";"USA"
"NDRBF";"NIBE Industrier AB";"Industrials";"Construction";"13.48";"Sweden"
"NICE";"NICE Ltd";"Technology";"Software";"292.64";"Israel"
"NHKFF";"Nichi-Iko Pharmaceutical Co Ltd";"Healthcare";"Drug Manufacturers";"8.87";"Japan"
"NICFF";"Nichias Corp";"Industrials";"Conglomerates";"26";"Japan"
"NHBAF";"Nichiban Co Ltd";"Industrials";"Industrial Products";"16.2";"Japan"
"NCHEY";"Nichirei Corp";"Consumer Defensive";"Consumer Packaged Goods";"12.3";"Japan"
"NCWAF";"Nichiwa Sangyo Co Ltd";"Consumer Defensive";"Consumer Packaged Goods";"2.96";"Japan"
"NICK";"Nicholas Financial Inc";"Financial Services";"Credit Services";"11.56";"USA"
"NJMVF";"Nichols PLC";"Consumer Defensive";"Beverages - Non-Alcoholic";"19.09";"UK"
"CONXF";"Nickel 28 Capital Corp";"Basic Materials";"Metals & Mining";"0.8";"Canada"
"NIKAY";"Nickel Asia Corp";"Basic Materials";"Metals & Mining";"24.95";"Philippines"
"NCPCF";"Nickel Creek Platinum Corp";"Basic Materials";"Metals & Mining";"0.06";"Canada"
"NICMF";"Nickel Mines Ltd";"Basic Materials";"Metals & Mining";"0.8";"Australia"
"NIKLF";"Nickel Rock Resources Inc";"Basic Materials";"Metals & Mining";"0.07";"Canada"
"HUSIF";"Nicola Mining Inc";"Basic Materials";"Metals & Mining";"0.07";"Canada"
"NCBS";"Nicolet Bankshares Inc";"Financial Services";"Banks";"76.54";"USA"
"NICXF";"Nicox SA";"Healthcare";"Biotechnology";"3.99";"France"
"NNDNF";"Nidec Corp";"Industrials";"Industrial Products";"114.3";"Japan"
"NJDCY";"Nidec Corp";"Industrials";"Industrial Products";"28.81";"Japan"
"NIDOY";"Nido Petroleum Ltd";"Energy";"Oil & Gas";"24.95";"Australia"
"NIDOF";"Nido Petroleum Ltd";"Energy";"Oil & Gas";"0.03";"Australia"
"NLSN";"Nielsen Holdings PLC";"Industrials";"Business Services";"21.4";"USA"
"NIFCY";"Nifco Inc";"Consumer Cyclical";"Vehicles & Parts";"15.31";"Japan"
"NDACW";"NightDragon Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.93";"USA"
"NDAC";"NightDragon Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.7";"USA"
"NDACU";"NightDragon Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.87";"USA"
"NGTF";"NightFood Holdings Inc";"Consumer Defensive";"Consumer Packaged Goods";"0.24";"USA"
"NHEGY";"Nighthawk Energy PLC";"Energy";"Oil & Gas";"0.01";"UK"
"MIMZF";"Nighthawk Gold Corp";"Basic Materials";"Metals & Mining";"0.68";"Canada"
"NHCZF";"Nihon Chouzai Co Ltd";"Healthcare";"Drug Manufacturers";"32.05";"Japan"
"NHNKY";"Nihon Kohden Corp";"Healthcare";"Medical Devices & Instruments";"16.52";"Japan"
"NHNKF";"Nihon Kohden Corp";"Healthcare";"Medical Devices & Instruments";"30.1";"Japan"
"NHMAF";"Nihon M&A Center Inc";"Financial Services";"Capital Markets";"28.4";"Japan"
"NIHD";"NII Holdings Inc";"Communication Services";"Telecommunication Services";"2.17";"USA"
"NIPKF";"NIKKON Holdings Co Ltd";"Industrials";"Transportation";"11.53";"Japan"
"NKLA";"Nikola Corp";"Consumer Cyclical";"Vehicles & Parts";"10.36";"USA"
"NINOY";"Nikon Corp";"Consumer Cyclical";"Travel & Leisure";"10.53";"Japan"
"NINOF";"Nikon Corp";"Consumer Cyclical";"Travel & Leisure";"10.9";"Japan"
"NILA";"Nilam Resources Inc";"Basic Materials";"Metals & Mining";"0.04";"USA"
"NILRF";"Nilar International AB";"Technology";"Hardware";"7.3";"Sweden"
"NLFKF";"Nilfisk Holding A/S";"Industrials";"Industrial Products";"29.75";"Denmark"
"GRNDF";"Nimble Holdings Co Ltd";"Technology";"Hardware";"0.06";"Hong Kong"
"NMTT";"Nimtech Corp";"Financial Services";"Diversified Financial Services";"1";"USA"
"JMKJ";"Nine Alliance Science & Technology Group";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"5";"Latvia"
"NDGPF";"Nine Dragons Paper (Holdings) Ltd";"Basic Materials";"Forest Products";"1.3";"China"
"NDGPY";"Nine Dragons Paper (Holdings) Ltd";"Basic Materials";"Forest Products";"27";"China"
"NINE";"Nine Energy Service Inc";"Energy";"Oil & Gas";"2.27";"USA"
"NNMTF";"Nine Entertainment Co. Holdings Ltd";"Communication Services";"Media - Diversified";"0.79";"Australia"
"NINTF";"Ninety One PLC";"Financial Services";"Asset Management";"3";"UK"
"NTDOY";"Nintendo Co Ltd";"Communication Services";"Interactive Media";"60.13";"Japan"
"NTDOF";"Nintendo Co Ltd";"Communication Services";"Interactive Media";"487.88";"Japan"
"NIO";"NIO Inc";"Consumer Cyclical";"Vehicles & Parts";"38.56";"China"
"NBYCF";"Niobay Metals Inc";"Basic Materials";"Metals & Mining";"0.44";"Canada"
"NIOCF";"Niocan Inc";"Basic Materials";"Metals & Mining";"0.09";"Canada"
"NIOBF";"NioCorp Developments Ltd";"Basic Materials";"Metals & Mining";"0.99";"USA"
"NIPPF";"Nippon Accommodations Fund Inc";"Real Estate";"REITs";"5585";"Japan"
"NPNZF";"Nippon Antenna Co Ltd";"Technology";"Hardware";"7.86";"Japan"
"NBFJF";"Nippon Building Fund Inc";"Real Estate";"REITs";"5500";"Japan"
"NCRBF";"Nippon Carbon Co Ltd";"Basic Materials";"Chemicals";"37.3";"Japan"
"NPPRF";"Nippon Ceramic Co Ltd";"Technology";"Hardware";"20.66";"Japan"
"RCCMF";"Nippon Dragon Resources Inc";"Basic Materials";"Metals & Mining";"0.02";"Canada"
"NPEGF";"Nippon Electric Glass Co Ltd";"Technology";"Hardware";"20.6";"Japan"
"NPEXY";"Nippon Express Co Ltd";"Industrials";"Transportation";"13.97";"Japan"
"NPEXF";"Nippon Express Co Ltd";"Industrials";"Transportation";"54.5";"Japan"
"NPPGF";"Nippon Gas Co Ltd";"Utilities";"Utilities - Regulated";"17.13";"Japan"
"NPKYF";"Nippon Kayaku Co Ltd";"Basic Materials";"Chemicals";"11.1";"Japan"
"NPKYY";"Nippon Kayaku Co Ltd";"Basic Materials";"Chemicals";"11.12";"Japan"
"NPPMF";"Nippon Light Metal Holdings Co Ltd";"Basic Materials";"Metals & Mining";"19.15";"Japan"
"NPCPF";"Nippon Paint Holdings Co Ltd";"Basic Materials";"Chemicals";"12.64";"Japan"
"NIJPF";"Nippon Paper Industries Co Ltd";"Basic Materials";"Forest Products";"12.15";"Japan"
"NPONF";"Nippon Prologis REIT Inc";"Real Estate";"REITs";"3403";"Japan"
"TYNPF";"Nippon Sanso Holdings Corp";"Basic Materials";"Chemicals";"23.4";"Japan"
"NPPSF";"Nippon Sharyo Ltd";"Industrials";"Industrial Products";"2.91";"Japan"
"NPSGY";"Nippon Sheet Glass Co Ltd";"Consumer Cyclical";"Vehicles & Parts";"5.12";"Japan"
"NPSGF";"Nippon Sheet Glass Co Ltd";"Consumer Cyclical";"Vehicles & Parts";"6";"Japan"
"NPPNY";"Nippon Shinyaku Co Ltd";"Healthcare";"Drug Manufacturers";"20.39";"Japan"
"NPSHY";"Nippon Shokubai Co Ltd";"Basic Materials";"Chemicals";"11.14";"Japan"
"NSDFF";"Nippon Soda Co Ltd";"Basic Materials";"Chemicals";"3.52";"Japan"
"NPSCY";"Nippon Steel Corp";"Basic Materials";"Steel";"19.76";"Japan"
"NISTF";"Nippon Steel Corp";"Basic Materials";"Steel";"18.3";"Japan"
"NIPPF";"Nippon Steel Trading Corp";"Real Estate";"REITs";"5585";"Japan"
"NISUY";"Nippon Suisan Kaisha Ltd";"Consumer Defensive";"Consumer Packaged Goods";"49.04";"Japan"
"NISUF";"Nippon Suisan Kaisha Ltd";"Consumer Defensive";"Consumer Packaged Goods";"5.8";"Japan"
"NTTYY";"Nippon Telegraph & Telephone Corp";"Communication Services";"Telecommunication Services";"26.81";"Japan"
"NPPXF";"Nippon Telegraph & Telephone Corp";"Communication Services";"Telecommunication Services";"27.08";"Japan"
"NPTVF";"Nippon Television Holdings Inc";"Communication Services";"Media - Diversified";"12.1";"Japan"
"NPNYY";"Nippon Yusen Kabushiki Kaisha";"Industrials";"Transportation";"16.35";"Japan"
"NYUKF";"Nippon Yusen Kabushiki Kaisha";"Industrials";"Transportation";"72.24";"Japan"
"NPRRF";"Nipro Corp";"Healthcare";"Medical Devices & Instruments";"8.56";"Japan"
"NHHPF";"Nishi-Nippon Financial Holdings Inc";"Financial Services";"Banks";"6.65";"Japan"
"NSHMF";"Nishimatsu Construction Co Ltd";"Industrials";"Construction";"3.14";"Japan"
"NMSYF";"Nishimatsuya Chain Co Ltd";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"9.25";"Japan"
"NIpB.PFD";"NiSource Inc";"Utilities";"Utilities - Regulated";"27.56";"USA"
"NI";"NiSource Inc";"Utilities";"Utilities - Regulated";"24.79";"USA"
"NIMC";"NiSource Inc";"Utilities";"Utilities - Regulated";"104.34";"USA"
"NNCHY";"Nissan Chemical Corp";"Basic Materials";"Chemicals";"56.3";"Japan"
"NNCHF";"Nissan Chemical Corp";"Basic Materials";"Chemicals";"15";"Japan"
"NSANY";"Nissan Motor Co Ltd";"Consumer Cyclical";"Vehicles & Parts";"10.52";"Japan"
"NSANF";"Nissan Motor Co Ltd";"Consumer Cyclical";"Vehicles & Parts";"5.28";"Japan"
"NSOMF";"Nisshin Oillio Group Ltd";"Consumer Defensive";"Consumer Packaged Goods";"4.95";"Japan"
"NSHBF";"Nisshinbo Holdings Inc";"Industrials";"Conglomerates";"9.5";"Japan"
"NSHBY";"Nisshinbo Holdings Inc";"Industrials";"Conglomerates";"16.8";"Japan"
"NFPDF";"Nissin Foods Holdings Co Ltd";"Consumer Defensive";"Consumer Packaged Goods";"71.65";"Japan"
"NISN";"NiSun International Enterprise Development Group C";"Financial Services";"Credit Services";"9.56";"China"
"NICH";"Nitches Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"0.04";"USA"
"NCLTF";"Nitori Holdings Co Ltd";"Consumer Cyclical";"Retail - Cyclical";"189.7";"Japan"
"NCLTY";"Nitori Holdings Co Ltd";"Consumer Cyclical";"Retail - Cyclical";"18.55";"Japan"
"NSWEF";"Nitro Software Ltd";"Technology";"Software";"2.53";"USA"
"NBCLF";"Nitto Boseki Co Ltd";"Industrials";"Construction";"1.13";"Japan"
"NDEKF";"Nitto Denko Corp";"Basic Materials";"Chemicals";"76.35";"Japan"
"NDEKY";"Nitto Denko Corp";"Basic Materials";"Chemicals";"37.93";"Japan"
"NTFCF";"Nitto FC Co Ltd";"Basic Materials";"Agriculture";"5.35";"Japan"
"NELEF";"Nitto Kogyo Corp";"Industrials";"Industrial Products";"16";"Japan"
"NIU";"Niu Technologies";"Consumer Cyclical";"Vehicles & Parts";"25.87";"China"
"NIUS";"Niusule Bio-Pharmaceutical Corp";"Consumer Defensive";"Retail - Defensive";"0.02";"USA"
"NKTX";"Nkarta Inc";"Healthcare";"Biotechnology";"33.97";"USA"
"NRKBF";"NKT A/S";"Industrials";"Industrial Products";"42.75";"Denmark"
"NKWEY";"Nkwe Platinum Ltd";"Basic Materials";"Metals & Mining";"0.73";"Australia"
"NL";"NL Industries Inc";"Industrials";"Business Services";"6.65";"USA"
"LASR";"nLight Inc";"Technology";"Semiconductors";"27.84";"USA"
"NLSP";"NLS Pharmaceutics Ltd";"Healthcare";"Biotechnology";"2.39";"Switzerland"
"NLSPW";"NLS Pharmaceutics Ltd";"Healthcare";"Biotechnology";"0.99";"Switzerland"
"NMBF";"NMB Finl Corp";"Financial Services";"Banks";"5.5";"USA"
"NMHLY";"NMC Health PLC";"Healthcare";"Healthcare Providers & Services";"0.23";"UK"
"NMIH";"NMI Holdings Inc";"Financial Services";"Insurance";"22.41";"USA"
"NNGPF";"NN Group NV";"Financial Services";"Insurance";"52.9";"Netherlands"
"NNGRY";"NN Group NV";"Financial Services";"Insurance";"25.89";"Netherlands"
"NNBR";"NN Inc";"Industrials";"Conglomerates";"5.5";"USA"
"NNRI";"NNRF Inc";"Financial Services";"Asset Management";"0.03";"USA"
"NOAH";"Noah Holdings Ltd";"Financial Services";"Asset Management";"37.95";"China"
"NBIAY";"Nobia AB";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";"34.22";"Sweden"
"NOBH";"Nobility Homes Inc";"Consumer Cyclical";"Homebuilding & Construction";"33";"USA"
"NBNVF";"Nobina AB";"Industrials";"Transportation";"0.37";"Sweden"
"NBLWF";"Noble Corp";"Energy";"Oil & Gas";"0.56";"USA"
"NE";"Noble Corp";"Energy";"Oil & Gas";"23.88";"USA"
"NBLTF";"Noble Corp";"Energy";"Oil & Gas";"6.5";"USA"
"NBLRF";"Noble Corp";"Energy";"Oil & Gas";"5";"USA"
"NEBLQ";"Noble Corp";"Energy";"Oil & Gas";"0.05";"USA"
"NOBGY";"Noble Group Ltd";"Industrials";"Conglomerates";"0.56";"Hong Kong"
"NOBGF";"Noble Group Ltd";"Industrials";"Conglomerates";"0.05";"Hong Kong"
"TXDSF";"Noble Iron Inc";"Technology";"Software";"0.13";"Canada"
"NBMLF";"Noble Metal Group Inc";"Basic Materials";"Metals & Mining";"0.01";"Canada"
"NLPXF";"Noble Mineral Exploration Inc";"Basic Materials";"Metals & Mining";"0.1";"Canada"
"NRACW";"Noble Rock Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.64";"USA"
"NRAC";"Noble Rock Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.66";"USA"
"NRACU";"Noble Rock Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.85";"USA"
"NROM";"Noble Roman's Inc";"Consumer Cyclical";"Restaurants";"0.62";"USA"
"NVGI";"Noble Vici Group Inc";"Technology";"Software";"0.04";"Singapore"
"NCRA";"Nocera Inc";"Consumer Defensive";"Consumer Packaged Goods";"4.3";"USA"
"NNUP";"Nocopi Technologies Inc";"Basic Materials";"Chemicals";"0.24";"USA"
"MBTC";"Nocturne Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.87";"USA"
"MBTCU";"Nocturne Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.44";"USA"
"NODAF";"Noda Corp";"Industrials";"Construction";"13.72";"Japan"
"NOFCF";"NOF Corp";"Basic Materials";"Chemicals";"32.1";"Japan"
"NFTI";"NoFire Technologies Inc";"Basic Materials";"Chemicals";"0.07";"USA"
"NOKPF";"Nok Airlines PCL";"Industrials";"Transportation";"0.07";"Thailand"
"NOKFF";"Nok Airlines PCL";"Industrials";"Transportation";"0.1";"Thailand"
"NNOKF";"NOK Corp";"Consumer Cyclical";"Vehicles & Parts";"16.25";"Japan"
"NOK";"Nokia Oyj";"Technology";"Hardware";"5.99";"Finland"
"NOKBF";"Nokia Oyj";"Technology";"Hardware";"5.95";"Finland"
"NKRKF";"Nokian Tyres PLC";"Consumer Cyclical";"Vehicles & Parts";"40.35";"Finland"
"NKRKY";"Nokian Tyres PLC";"Consumer Cyclical";"Vehicles & Parts";"19.25";"Finland"
"NLTBF";"Nolato AB";"Industrials";"Conglomerates";"87.25";"Sweden"
"NOMD";"Nomad Foods Ltd";"Consumer Defensive";"Consumer Packaged Goods";"26.4";"UK"
"NSRXF";"Nomad Royalty Co Ltd";"Basic Materials";"Metals & Mining";"7.08";NA
"NSRWF";"Nomad Royalty Co Ltd";"Basic Materials";"Metals & Mining";"0.09";"Canada"
"NMUCF";"NOMURA Co Ltd";"Industrials";"Construction";"5.5";"Japan"
"NMR";"Nomura Holdings Inc";"Financial Services";"Capital Markets";"4.8";"Japan"
"NRSCF";"Nomura Holdings Inc";"Financial Services";"Capital Markets";"4.95";"Japan"
"NMEHF";"Nomura Real Estate Holdings Inc";"Real Estate";"Real Estate";"26.8";"Japan"
"NMMRF";"Nomura Real Estate Master Fund Inc";"Real Estate";"REITs";"1257.54";"Japan"
"NURAF";"Nomura Research Institute Ltd";"Technology";"Software";"32.1";"Japan"
"NRILY";"Nomura Research Institute Ltd";"Technology";"Software";"36.14";"Japan"
"NIMU";"Non-Invasive Monitoring Systems Inc";"Financial Services";"Diversified Financial Services";"0.03";"USA"
"NNFSF";"Nongfu Spring Co Ltd";"Consumer Defensive";"Beverages - Non-Alcoholic";"4.9";"China"
"NDLS";"Noodles & Co";"Consumer Cyclical";"Restaurants";"12.27";"USA"
"NRVTF";"Noram Lithium Corp";"Basic Materials";"Metals & Mining";"0.46";"Canada"
"NORNQ";"Noranda Aluminum Holding Corp";"Basic Materials";"Metals & Mining";"0.02";"USA"
"NNDIF";"Noranda Income Fund";"Basic Materials";"Metals & Mining";"0.75";"Canada"
"NORD";"Nord Anglia Education Inc";"Consumer Defensive";"Education";"32.57";"Hong Kong"
"NRDVY";"Nord Gold SE";"Basic Materials";"Metals & Mining";"3.44";"UK"
"NRDAF";"Norda Asa";"Healthcare";"Biotechnology";"0.7";"Norway"
"NRDBY";"Nordea Bank Abp";"Financial Services";"Banks";"11.8";"Finland"
"NBNKF";"Nordea Bank Abp";"Financial Services";"Banks";"11.81";"Finland"
"NOCRF";"Norden Crown Metals Corp";"Basic Materials";"Metals & Mining";"0.2";"Canada"
"NRDXF";"Nordex SE";"Industrials";"Industrial Products";"18.5";"Germany"
"NRXXY";"Nordex SE";"Industrials";"Industrial Products";"9.5";"Germany"
"NAT";"Nordic American Tankers Ltd";"Industrials";"Transportation";"2.27";"Bermuda"
"NENTF";"Nordic Entertainment Group AB";"Communication Services";"Media - Diversified";"47.15";"Sweden"
"NRNVF";"Nordic Nanovector ASA";"Healthcare";"Biotechnology";"1.64";"Norway"
"NDCVF";"Nordic Semiconductor ASA";"Technology";"Semiconductors";"33.35";"Norway"
"NRSDY";"Nordic Semiconductor ASA";"Technology";"Semiconductors";"33";"Norway"
"NDSN";"Nordson Corp";"Industrials";"Industrial Products";"239.33";"USA"
"JWN";"Nordstrom Inc";"Consumer Cyclical";"Retail - Cyclical";"28.07";"USA"
"NSC";"Norfolk Southern Corp";"Industrials";"Transportation";"256.71";"USA"
