"Symbol";"Company";"Sector";"Subsector";"Price"
"ORHLF";"Oriental Holdings Bhd";"Consumer Cyclical";"Vehicles & Parts";"1.55"
"OLCLY";"Oriental Land Co Ltd";"Consumer Cyclical";"Travel & Leisure";"28.55"
"OLCLF";"Oriental Land Co Ltd";"Consumer Cyclical";"Travel & Leisure";"151"
"CQGU";"Oriental Magic Soup Inc";"Financial Services";"Diversified Financial Services";"0.95"
"OPTBF";"Oriental Petroleum & Minerals Corp";"Energy";"Oil & Gas";"0"
"OPRGF";"Oriental Press Group Ltd";"Communication Services";"Media - Diversified";"0.11"
"ORWHF";"Oriental Watch Holdings Ltd";"Consumer Cyclical";"Retail - Cyclical";"0.2"
"OFLMF";"Oriflame Cosmetics AB";"Consumer Defensive";"Consumer Packaged Goods";"27.6"
"ORFLY";"Oriflame Cosmetics SA";"Consumer Defensive";"Consumer Packaged Goods";"16.65"
"ORGN";"Origen Financial Inc";"Real Estate";"REITs";"6.62"
"OGGNF";"Origen Resources Inc";"Basic Materials";"Metals & Mining";"0.25"
"SEED";"Origin Agritech Ltd";"Basic Materials";"Agriculture";"8.65"
"OBNK";"Origin Bancorp Inc";"Financial Services";"Banks";"40.91"
"OGFGY";"Origin Energy Ltd";"Energy";"Oil & Gas";"3"
"OGFGF";"Origin Energy Ltd";"Energy";"Oil & Gas";"3.19"
"ORENF";"Origin Enterprises PLC";"Consumer Defensive";"Consumer Packaged Goods";"3.95"
"ORGN";"Origin Materials Inc";"Real Estate";"REITs";"6.62"
"ORGNW";"Origin Materials Inc";"Basic Materials";"Chemicals";"1.72"
"OSTO";"Original Sixteen to One Mine Inc";"Basic Materials";"Metals & Mining";"0.13"
"OCLN";"OriginClear Inc";"Industrials";"Waste Management";"0.06"
"OACCF";"Origo Acquisition Corp";"Industrials";"Conglomerates";"10.9"
"OACQF";"Origo Acquisition Corp";"Industrials";"Conglomerates";"19"
"ORNQF";"Orinoco Gold Ltd";"Basic Materials";"Metals & Mining";"0.05"
"ORIOY";"Oriola Corp";"Healthcare";"Healthcare Providers & Services";"37.39"
"ORLSF";"Oriole Systems Inc";"Technology";"Software";"0"
"OHPA";"Orion Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.67"
"OHPAU";"Orion Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.85"
"OHPAW";"Orion Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.65"
"ORIAW";"Orion Biotech Opportunities Corp";"Financial Services";"Diversified Financial Services";"1.18"
"ORIAU";"Orion Biotech Opportunities Corp";"Financial Services";"Diversified Financial Services";"9.96"
"ORIA";"Orion Biotech Opportunities Corp";"Financial Services";"Diversified Financial Services";NA
"OODH";"Orion Diversified Holding Co Inc";"Financial Services";"Asset Management";"0.04"
"OESX";"Orion Energy Systems Inc";"Industrials";"Industrial Products";"4.48"
"OEC";"Orion Engineered Carbons SA";"Basic Materials";"Chemicals";"17.86"
"ORN";"Orion Group Holdings Inc";"Industrials";"Construction";"5.48"
"ORNHQ";"Orion HealthCorp Inc";"Healthcare";"Healthcare Providers & Services";"0"
"ORONF";"Orion Nutraceuticals Inc";"Healthcare";"Drug Manufacturers";"0.29"
"ORINF";"Orion Oyj";"Healthcare";"Drug Manufacturers";"41.33"
"ORINY";"Orion Oyj";"Healthcare";"Drug Manufacturers";"21.3"
"ORSNU";"Orisun Acquisition Corp";"Financial Services";"Diversified Financial Services";"10"
"ORSN";"Orisun Acquisition Corp";"Financial Services";"Diversified Financial Services";"8.17"
"IX";"ORIX Corp";"Financial Services";"Credit Services";"93.55"
"ORXCF";"ORIX Corp";"Financial Services";"Credit Services";"18.35"
"ORKLY";"Orkla ASA";"Consumer Defensive";"Consumer Packaged Goods";"8.94"
"ORKLF";"Orkla ASA";"Consumer Defensive";"Consumer Packaged Goods";"9.01"
"ORLA";"Orla Mining Ltd";"Basic Materials";"Metals & Mining";"3.97"
"ORA";"Ormat Technologies Inc";"Utilities";"Utilities - Independent Power Producers";"70.71"
"ORMTQ";"Ormet Corp";"Basic Materials";"Metals & Mining";"0"
"ORMIF";"Orminex Ltd";"Basic Materials";"Metals & Mining";"0.01"
"OROE";"Oro East Mining Inc";"Basic Materials";"Metals & Mining";"0.01"
"WRPSF";"Oro X Mining Corp";"Basic Materials";"Metals & Mining";"0.27"
"ORRCF";"Oroco Resource Corp";"Basic Materials";"Metals & Mining";"2.08"
"OROCF";"Orocobre Ltd";"Basic Materials";"Metals & Mining";"6.64"
"OGNRF";"Orogen Royalties Inc";"Basic Materials";"Metals & Mining";"0.27"
"ONVRF";"Oronova Energy Inc";"Energy";"Oil & Gas";"0.04"
"ORRYY";"Orora Ltd";"Consumer Cyclical";"Packaging & Containers";"9.47"
"ORRAF";"Orora Ltd";"Consumer Cyclical";"Packaging & Containers";"2.51"
"OROXF";"Orosur Mining Inc";"Basic Materials";"Metals & Mining";"0.22"
"ORRRY";"Orpea SA";"Healthcare";"Healthcare Providers & Services";"24.43"
"ORPEF";"Orpea SA";"Healthcare";"Healthcare Providers & Services";"124.7"
"OZYMF";"Orphazyme AS";"Healthcare";"Biotechnology";"5.3"
"ORPH";"Orphazyme AS";"Healthcare";"Biotechnology";"5.28"
"DNNGY";"Orsted A/S";"Utilities";"Utilities - Independent Power Producers";"52.64"
"DOGEF";"Orsted A/S";"Utilities";"Utilities - Independent Power Producers";"159.66"
"ORSUF";"Orsu Metals Corp";"Basic Materials";"Metals & Mining";"0.16"
"ORSX";"Orsus Xelent Technologies Inc";"Technology";"Hardware";"0"
"OCDX";"Ortho Clinical Diagnostics Holdings PLC";"Healthcare";"Medical Diagnostics & Research";"20.45"
"ORTIF";"Ortho Regenerative Technologies Inc";"Healthcare";"Medical Devices & Instruments";"0.38"
"OFIX";"Orthofix Medical Inc";"Healthcare";"Medical Devices & Instruments";"41.96"
"OMRX";"Orthometrix Inc";"Healthcare";"Medical Devices & Instruments";"0"
"KIDS";"OrthoPediatrics Corp";"Healthcare";"Medical Devices & Instruments";"67.59"
"ORRTF";"Ortoma AB";"Healthcare";"Medical Devices & Instruments";"7.49"
"ORVMF";"Orvana Minerals Corp";"Basic Materials";"Metals & Mining";"0.3"
"ORYN";"Oryon Technologies Inc";"Technology";"Hardware";"0"
"ORYX";"Oryx Technology Corp";"Industrials";"Business Services";"0.05"
"ORYZF";"Oryzon Genomics SA";"Healthcare";"Biotechnology";"4.13"
"OEDVQ";"Osage Exploration & Development Inc";"Energy";"Oil & Gas";"0"
"OSGSF";"Osaka Gas Co Ltd";"Utilities";"Utilities - Regulated";"19.18"
"OSGSY";"Osaka Gas Co Ltd";"Utilities";"Utilities - Regulated";"37"
"OSKXF";"Osaka Steel Co Ltd";"Basic Materials";"Steel";"14.85"
"OSVBF";"OSB Group PLC";"Financial Services";"Banks";"3.88"
"OSCR";"Oscar Health Inc";"Healthcare";"Healthcare Plans";"14.86"
"OSCI";"Osceola Gold Inc";"Basic Materials";"Metals & Mining";"0.08"
"ORPOF";"OSE Immunotherapeutics SA";"Healthcare";"Biotechnology";"4"
"OSGCF";"OSG Corp";"Industrials";"Industrial Products";"19.6"
"OSHDF";"Oshidori International Holdings Ltd";"Financial Services";"Capital Markets";"0.04"
"OSK";"Oshkosh Corp";"Industrials";"Farm & Heavy Construction Machinery";"115.9"
"OSIS";"OSI Systems Inc";"Technology";"Hardware";"98.67"
"OSMIF";"Osim International Ltd";"Consumer Cyclical";"Retail - Cyclical";"0.97"
"OMIMY";"Osim International Ltd";"Consumer Cyclical";"Retail - Cyclical";"10.43"
"OSIIF";"Osino Resources Corp";"Basic Materials";"Metals & Mining";"0.93"
"OSI.U";"Osiris Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.95"
"OSI";"Osiris Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.62"
"OSRS";"Osiris Corp";"Industrials";"Farm & Heavy Construction Machinery";"0"
"RNGTF";"Osisko Development Corp";"Basic Materials";"Metals & Mining";"4.06"
"OR";"Osisko Gold Royalties Ltd";"Basic Materials";"Metals & Mining";"12.2"
"OKSWF";"Osisko Gold Royalties Ltd";"Basic Materials";"Metals & Mining";"0.07"
"OMZNF";"Osisko Metals Inc";"Basic Materials";"Metals & Mining";"0.31"
"OBNNF";"Osisko Mining Inc";"Basic Materials";"Metals & Mining";"2.34"
"OSLH";"OSL Holdings Inc";"Communication Services";"Interactive Media";"0"
"OSBHF";"Oslo Bors VPS Holding ASA";"Financial Services";"Capital Markets";"18.6"
"OSMT";"Osmotica Pharmaceuticals PLC";"Healthcare";"Biotechnology";"3.49"
"OSOPF";"Osotspa PCL";"Consumer Defensive";"Beverages - Non-Alcoholic";"1.18"
"OSPR";"Osprey Energy Acquisition Corp";"Industrials";"Conglomerates";"11.29"
"OSPRU";"Osprey Energy Acquisition Corp";"Industrials";"Conglomerates";"13"
"SFTW";"Osprey Technology Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.03"
"SFTW.U";"Osprey Technology Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.53"
"SFTW.WS";"Osprey Technology Acquisition Corp";"Financial Services";"Diversified Financial Services";"1.1"
"OSAGF";"OSRAM Licht AG";"Industrials";"Industrial Products";"64.03"
"OSAGY";"OSRAM Licht AG";"Industrials";"Industrial Products";"19"
"OSSDF";"OssDsign AB";"Healthcare";"Medical Devices & Instruments";"1.15"
"OSN";"Ossen Innovation Co Ltd";"Basic Materials";"Steel";"4.94"
"OSSFF";"Ossur hf";"Healthcare";"Medical Devices & Instruments";"7.65"
"OSSUY";"Ossur hf";"Healthcare";"Medical Devices & Instruments";"1.19"
"OLGXF";"Osteologix Holdings PLC";"Healthcare";"Biotechnology";"0.01"
"OSKA";"Osyka Corp";"Basic Materials";"Metals & Mining";"0.01"
"OTCM";"OTC Markets Group Inc";"Financial Services";"Capital Markets";"45"
"OTCPF";"OTEC Corp";"Industrials";"Industrial Distribution";"8.7"
"OTEL";"Otelco Inc";"Communication Services";"Telecommunication Services";"11.74"
"OPESY";"Otello Corp ASA";"Communication Services";"Media - Diversified";"3.11"
"OPESF";"Otello Corp ASA";"Communication Services";"Media - Diversified";"0"
"OTIS";"Otis Worldwide Corp";"Industrials";"Industrial Products";"92.41"
"OTMOW";"Otonomo Technologies Ltd";"Technology";"Software";"1.15"
"OTMO";"Otonomo Technologies Ltd";"Technology";"Software";"7.14"
"OTIC";"Otonomy Inc";"Healthcare";"Biotechnology";"1.49"
"OTPGF";"OTP Bank PLC";"Financial Services";"Banks";"13.05"
"OTPBF";"OTP Bank PLC";"Financial Services";"Banks";"54.26"
"OTRA";"OTR Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.06"
"OTRAU";"OTR Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.32"
"OTRAW";"OTR Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.55"
"FIEIF";"Otso Gold Corp";"Basic Materials";"Metals & Mining";"0.07"
"OSUKF";"Otsuka Corp";"Technology";"Hardware";"52.13"
"OTSKF";"Otsuka Holdings Co Ltd";"Healthcare";"Drug Manufacturers";"41.6"
"OTSKY";"Otsuka Holdings Co Ltd";"Healthcare";"Drug Manufacturers";"21.32"
"OTSUF";"Otsuka Kagu Ltd";"Consumer Cyclical";"Furnishings, Fixtures & Appliances";"13.1"
"OTTW";"Ottawa Bancorp Inc";"Financial Services";"Banks";"14.74"
"OTTR";"Otter Tail Corp";"Utilities";"Utilities - Regulated";"55.54"
"OTTEF";"Otto Energy Ltd";"Energy";"Oil & Gas";"0.01"
"OSPQF";"OUE Hospitality Trust";"Real Estate";"REITs";"0.47"
"OVUNF";"OUE Ltd";"Real Estate";"Real Estate";"1.66"
"ORNT";"Ournett Holdings Inc";"Financial Services";"Diversified Financial Services";"1"
"OPCO";"Ourpet's Co";"Consumer Defensive";"Consumer Packaged Goods";"1"
"OUST.WS";"Ouster Inc";"Technology";"Hardware";"1.85"
"OUST";"Ouster Inc";"Technology";"Hardware";"8.16"
"OZBKF";"Outback Goldfields Corp";"Basic Materials";"Metals & Mining";"0.25"
"OUTB";"Outback Oil & Mineral Exploration Corp";"Energy";"Oil & Gas";"0.07"
"OB";"Outbrain Inc";"Communication Services";"Interactive Media";"17.01"
"OCGSF";"Outcrop Silver & Gold Corp";"Basic Materials";"Metals & Mining";"0.19"
"OTFT";"Outfront Cos";"Communication Services";"Media - Diversified";"0"
"OUT";"Outfront Media Inc";"Real Estate";"REITs";"24.8"
"OTLK";"Outlook Therapeutics Inc";"Healthcare";"Biotechnology";"2.81"
"OTLKW";"Outlook Therapeutics Inc";"Healthcare";"Biotechnology";"0.27"
"OUTFF";"Outokumpu Oyj";"Basic Materials";"Steel";"6.84"
"OUTKY";"Outokumpu Oyj";"Basic Materials";"Steel";"3.6"
"OVLG";"Ovale Group Inc";"Consumer Cyclical";"Retail - Cyclical";"0"
"OVATF";"Ovation Science Inc";"Healthcare";"Drug Manufacturers";"0.12"
"PMPLF";"Ovato Ltd";"Industrials";"Business Services";"0.35"
"OVZM";"Overland Management Inc";"Real Estate";"Real Estate";"0"
"OVCHY";"Oversea-Chinese Banking Corp Ltd";"Financial Services";"Banks";"16.95"
"OVCHF";"Oversea-Chinese Banking Corp Ltd";"Financial Services";"Banks";"8.38"
"OSG";"Overseas Shipholding Group Inc";"Energy";"Oil & Gas";"2.59"
"OSGB";"Overseas Shipholding Group Inc";"Energy";"Oil & Gas";"1.85"
"OGSRW";"Overseas Shipholding Group Inc";"Energy";"Oil & Gas";"0.4"
"OSTKP.PFD";"Overstock.com Inc";"Consumer Cyclical";"Retail - Cyclical";"17"
"OSTBP.PFD";"Overstock.com Inc";"Consumer Cyclical";"Retail - Cyclical";"50.5"
"OSTKO.PFD";"Overstock.com Inc";"Consumer Cyclical";"Retail - Cyclical";"62"
"OSTK";"Overstock.com Inc";"Consumer Cyclical";"Retail - Cyclical";"71.06"
"OVID";"Ovid Therapeutics Inc";"Healthcare";"Biotechnology";"3.61"
"OVV";"Ovintiv Inc";"Energy";"Oil & Gas";"27"
"LVGAF";"Ovivo Inc";"Industrials";"Industrial Products";"3.04"
"OWCP";"OWC Pharmaceutical Research Corp";"Healthcare";"Drug Manufacturers";"0.01"
"OMI";"Owens & Minor Inc";"Healthcare";"Medical Distribution";"37.55"
"OC";"Owens-Corning Inc";"Industrials";"Construction";"95.76"
"ORCC";"Owl Rock Capital Corp";"Financial Services";"Credit Services";"14.61"
"OWLT";"Owlet Inc";"Healthcare";"Medical Devices & Instruments";"6.28"
"OWLT.WS";"Owlet Inc";"Healthcare";"Medical Devices & Instruments";"0.98"
"OXACU";"Oxbridge Acquisition Corp";"Financial Services";"Diversified Financial Services";"10.07"
"OXBRW";"Oxbridge Re Holdings Ltd";"Financial Services";"Insurance";"0.17"
"OXBR";"Oxbridge Re Holdings Ltd";"Financial Services";"Insurance";"3.16"
"CMMCF";"OXE Marine AB";"Consumer Cyclical";"Vehicles & Parts";"0.27"
"OXBC";"Oxford Bank Corp";"Financial Services";"Banks";"30.05"
"OXBOF";"Oxford BioDynamics PLC";"Healthcare";"Biotechnology";"1.14"
"OXBDF";"Oxford BioMedica PLC";"Healthcare";"Biotechnology";"20.63"
"OXFO";"Oxford Capital Corp";"Industrials";"Conglomerates";"0"
"OXFC";"Oxford City Football Club Inc";"Consumer Cyclical";"Travel & Leisure";"10.05"
"OXM";"Oxford Industries Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"91.28"
"OXINF";"Oxford Instruments PLC";"Technology";"Semiconductors";"37.1"
"OXIHF";"Oxford Investments Holdings Inc";"Healthcare";"Healthcare Providers & Services";"0"
"OXLCN.PFD";"Oxford Lane Capital";"Financial Services";"Asset Management";"25.06"
"OXLCO.PFD";"Oxford Lane Capital Corp";"Financial Services";"Asset Management";"25.06"
"OXLCO.PFD";"Oxford Lane Capital Corp";"Financial Services";"Asset Management";"25.06"
"OXLCP.PFD";"Oxford Lane Capital Corp";"Financial Services";"Asset Management";"25.15"
"OXLCM.PFD";"Oxford Lane Capital Corp";"Financial Services";"Asset Management";"25.28"
"OXLC";"Oxford Lane Capital Corp";"Financial Services";"Asset Management";"7.13"
"OXSQ";"Oxford Square Capital Corp";"Financial Services";"Asset Management";"4.4"
"TBGNF";"Oxurion NV";"Healthcare";"Biotechnology";"2.61"
"OXUSF";"Oxus Gold PLC";"Basic Materials";"Metals & Mining";"0"
"OXYS";"OxySure Therapeutics Inc";"Healthcare";"Medical Devices & Instruments";"0.03"
"OYCO";"Oyco Inc";"Energy";"Oil & Gas";"0"
"OYOCF";"OYO Corp";"Industrials";"Business Services";"11.6"
"OSTRW";"Oyster Enterprises Acquisition Corp";"Financial Services";"Diversified Financial Services";"0.55"
"OSTR";"Oyster Enterprises Acquisition Corp";"Financial Services";"Diversified Financial Services";"9.64"
"OSTRU";"Oyster Enterprises Acquisition Corp";"Financial Services";"Diversified Financial Services";"10"
"OYST";"Oyster Point Pharma Inc";"Healthcare";"Biotechnology";"13.33"
"OZMLF";"Oz Minerals Ltd";"Basic Materials";"Metals & Mining";"16.75"
"OZON";"Ozon Holdings PLC";"Consumer Cyclical";"Retail - Cyclical";"52.49"
"OZSC";"Ozop Energy Solutions Inc";"Industrials";"Industrial Products";"0.05"
"PFIN";"P & F Industries Inc";"Industrials";"Industrial Products";"6.89"
"PKGN";"P K G Entertainment Inc";"Consumer Cyclical";"Personal Services";"0"
"PIPKY";"P&I Personal & Informatik AG";"Technology";"Software";"21.84"
"PTSI";"P.A.M. Transportation Services Inc";"Industrials";"Transportation";"33.92"
"PIOE";"P10 Holdings Inc";"Financial Services";"Asset Management";"7.5"
"CTIMF";"P2 Gold Inc";"Basic Materials";"Metals & Mining";"0.4"
"PTOS";"P2 Solar Inc";"Technology";"Semiconductors";"0.02"
"PRSAF";"PA Resources AB";"Energy";"Oil & Gas";"1.05"
"PABK";"PAB Bankshares Inc";"Financial Services";"Banks";"0"
"PACRF";"Pac Roots Cannabis Corp";"Healthcare";"Drug Manufacturers";"0.08"
"PCAR";"PACCAR Inc";"Industrials";"Farm & Heavy Construction Machinery";"81.81"
"PCVFF";"PACE Development Corp PCL";"Real Estate";"Real Estate";"0.01"
"PMDL";"Pace Medical Inc";"Healthcare";"Medical Devices & Instruments";"0"
"PCMXF";"Pace PLC";"Technology";"Hardware";"6.23"
"PHLH";"Pacer Health Corp";"Healthcare";"Healthcare Providers & Services";"0"
"PHF";"Pacholder High Yield Fund Inc";"Financial Services";"Asset Management";"7.98"
"PFBN";"Pacific Alliance Bank CA";"Financial Services";"Banks";"9.2"
"PFAIF";"Pacific Andes International Holdings Ltd";"Consumer Defensive";"Consumer Packaged Goods";"0.03"
"PCFBY";"Pacific Basin Shipping Ltd";"Industrials";"Transportation";"11"
"PCFBF";"Pacific Basin Shipping Ltd";"Industrials";"Transportation";"0.52"
"PBMFF";"Pacific Bay Minerals Ltd";"Basic Materials";"Metals & Mining";"0.09"
"PBEP";"Pacific Bepure Industry Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"0"
"PACB";"Pacific Biosciences of California Inc";"Healthcare";"Medical Diagnostics & Research";"30.68"
"PBMLF";"Pacific Booker Minerals Inc";"Basic Materials";"Metals & Mining";"1.91"
"PCPDF";"Pacific Century Premium Developments Ltd";"Real Estate";"Real Estate";"0.06"
"PCDVF";"Pacific Century Regional Developments Ltd";"Financial Services";"Asset Management";"0.27"
"PACC";"Pacific CMA Inc";"Industrials";"Transportation";"0"
"ROYTL";"Pacific Coast Oil Trust";"Energy";"Oil & Gas";"0.13"
"PCHK";"Pacific Conquest Holdings Inc";"Industrials";"Business Services";"0.11"
"TSRUF";"Pacific Current Group Ltd";"Financial Services";"Asset Management";"4.41"
"PACDQ";"Pacific Drilling SA";"Energy";"Oil & Gas";"0.04"
"PFGTF";"Pacific Edge Ltd";"Healthcare";"Medical Diagnostics & Research";"0.98"
"PEMSF";"Pacific Empire Minerals Corp";"Basic Materials";"Metals & Mining";"0.04"
"PEMC";"Pacific Energy & Mining Co";"Energy";"Oil & Gas";"0.03"
"PEBN";"Pacific Enterprise Bancorp Irvine California";"Financial Services";"Banks";"22.99"
"PFLC";"Pacific Financial Corp";"Financial Services";"Banks";"12.3"
"PCG.PRH.PFD";"Pacific Gas & Electric Co";"Utilities";"Utilities - Regulated";"21.44"
"PCG.PRC.PFD";"Pacific Gas & Electric Co";"Utilities";"Utilities - Regulated";"25.3"
"PCG.PRB.PFD";"Pacific Gas & Electric Co";"Utilities";"Utilities - Regulated";"27.28"
"PCG.PRA.PFD";"Pacific Gas & Electric Co";"Utilities";"Utilities - Regulated";"29.34"
"PCG.PRG.PFD";"Pacific Gas & Electric Co";"Utilities";"Utilities - Regulated";"23.93"
"PCG.PRI.PFD";"Pacific Gas & Electric Co";"Utilities";"Utilities - Regulated";"23.91"
"PCG.PRD.PFD";"Pacific Gas & Electric Co";"Utilities";"Utilities - Regulated";NA
"PCG.PRE.PFD";"Pacific Gas & Electric Co";"Utilities";"Utilities - Regulated";"24.33"
"PCFG";"Pacific Gold Corp";"Basic Materials";"Metals & Mining";"0"
"PGTK";"Pacific Green Technologies Inc";"Industrials";"Industrial Products";"1.38"
"PFHO";"Pacific Health Care Organization Inc";"Healthcare";"Healthcare Plans";"0.97"
"PCIMF";"Pacific Imperial Mines Inc";"Basic Materials";"Metals & Mining";"0.04"
"PCROF";"Pacific Iron Ore Corp";"Basic Materials";"Metals & Mining";"0.11"
"PMBC";"Pacific Mercantile Bancorp";"Financial Services";"Banks";"8.84"
"PNOD";"Pacific Northwest Development Corp";"Real Estate";"Real Estate";"0"
"PCOK";"Pacific Oak Strategic Opportunity REIT Inc";"Real Estate";"REITs";"6.37"
"PCFO";"Pacific Office Properties Trust Inc";"Real Estate";"REITs";"0.05"
"PCOLF";"Pacific Online Ltd";"Technology";"Software";"0.22"
"PFOSF";"Pacific Online Systems Corp";"Consumer Cyclical";"Travel & Leisure";"25.38"
"PPEVF";"Pacific Paradym Energy Inc";"Energy";"Oil & Gas";"0.02"
"PPBI";"Pacific Premier Bancorp Inc";"Financial Services";"Banks";"39.97"
"PEXZF";"Pacific Ridge Exploration Ltd";"Basic Materials";"Metals & Mining";"0.16"
"PFSD";"Pacific Sands Inc";"Industrials";"Industrial Products";"0"
"PSHR";"Pacific Shore Holdings Inc";"Industrials";"Business Services";"0"
"PPOTF";"Pacific Silk Road Resources Group Inc";"Basic Materials";"Metals & Mining";"0.02"
"PFSF";"Pacific Software Inc";"Technology";"Software";"2.83"
"PSBC";"Pacific State Bancorp";"Financial Services";"Banks";"0"
"PSUNQ";"Pacific Sunwear of California Inc";"Consumer Cyclical";"Retail - Cyclical";"0.01"
"PVBK";"Pacific Valley Bank";"Financial Services";"Banks";"10.62"
"GTRZF";"Pacific Vector Holdings Inc";"Consumer Cyclical";"Retail - Cyclical";"0"
"PVEG";"Pacific Vegas Global Strategies Inc";"Financial Services";"Diversified Financial Services";"0"
"PACV";"Pacific Ventures Group Inc";"Consumer Defensive";"Retail - Defensive";"0.32"
"PWBO";"Pacific West Bank West Linn Oregon";"Financial Services";"Banks";"15"
"PWCRF";"Pacific Wildcat Resources Corp";"Basic Materials";"Metals & Mining";"0"
"PHLI";"PacificHealth Laboratories Inc";"Consumer Defensive";"Consumer Packaged Goods";"0.01"
"PPWLM.PFD";"PacifiCorp";"Utilities";"Utilities - Regulated";"169.5"
"PPWLO.PFD";"PacifiCorp";"Utilities";"Utilities - Regulated";"138.15"
"PCRX";"Pacira BioSciences Inc";"Healthcare";"Drug Manufacturers";"59.97"
"PKG";"Packaging Corp of America";"Consumer Cyclical";"Packaging & Containers";"152.76"
"PACO";"PACO Integrated Energy Inc";"Energy";"Oil & Gas";"0"
"PTTCF";"Pact Group Holdings Ltd";"Consumer Cyclical";"Packaging & Containers";"1.52"
"PTVE";"Pactiv Evergreen Inc";"Consumer Cyclical";"Packaging & Containers";"13.81"
"PACXF";"Pacton Gold Inc";"Basic Materials";"Metals & Mining";"0.48"
"PACW";"PacWest Bancorp";"Financial Services";"Banks";"42.71"
"PWEI";"PacWest Equities Inc";"Communication Services";"Interactive Media";"0"
"IDEIF";"Padtec Holding SA";"Technology";"Hardware";"3.42"
"PAEWW";"PAE Inc";"Industrials";"Business Services";"1.55"
"GRSHU";"PAE Inc";"Industrials";"Business Services";"12"
"PAE";"PAE Inc";"Industrials";"Business Services";"6.63"
"MPGPY";"PageGroup PLC";"Industrials";"Business Services";"10.95"
"MPGPF";"PageGroup PLC";"Industrials";"Business Services";"8.52"
"PD";"PagerDuty Inc";"Technology";"Software";"42.36"
"PAGS";"PagSeguro Digital Ltd";"Technology";"Software";"59.55"
"PAYD";"Paid Inc";"Technology";"Software";"2.38"
"PRFX";"PainReform Ltd";"Healthcare";"Drug Manufacturers";"2.88"
"PAIOF";"Paion Ag";"Healthcare";"Biotechnology";"2.23"
"PIUTQ";"Paiute Oil & Mining Corp";"Energy";"Oil & Gas";"0"
"PTPKF";"Pakuwon Jati Tbk";"Real Estate";"Real Estate";"0.02"
"PBOAF";"Palabora Mining Co Ltd";"Basic Materials";"Metals & Mining";"11.5"
"PRRCY";"Palace Resources Ltd";"Technology";"Software";"0"
"PALAF";"Paladin Energy Ltd";"Basic Materials";"Metals & Mining";"0.38"
"PALAY";"Paladin Energy Ltd";"Basic Materials";"Metals & Mining";"0.02"
"PLMNF";"Palamina Corp";"Basic Materials";"Metals & Mining";"0.25"
"PLTR";"Palantir Technologies Inc";"Technology";"Software";"26.14"
"PTN";"Palatin Technologies Inc";"Healthcare";"Biotechnology";"0.48"
"PLYN";"Palayan Resources Inc";"Basic Materials";"Metals & Mining";"0.03"
"PRIEF";"Paleo Resources Inc";"Energy";"Oil & Gas";"0.03"
"PLFRF";"Palfinger AG";"Industrials";"Farm & Heavy Construction Machinery";"22.02"
"PLFRY";"Palfinger AG";"Industrials";"Farm & Heavy Construction Machinery";"43"
"PALI";"Palisade Bio Inc";"Healthcare";"Biotechnology";"2.76"
"PAPT";"Palisades Petroleum Corp";"Energy";"Oil & Gas";"0"
"TPPIF";"Palla Pharma Ltd";"Consumer Defensive";"Consumer Packaged Goods";"0.57"
"NKORF";"Palladium One Mining Inc";"Basic Materials";"Metals & Mining";"0.17"
"PLLVF";"Palladon Ventures Ltd";"Basic Materials";"Metals & Mining";"0"
"PSLRF";"Palliser Oil And Gas Corp.";"Energy";"Oil & Gas";"0"
"PTTTS";"Palmetto Real Estate Trust";"Real Estate";"REITs";"7.52"
"PANW";"Palo Alto Networks Inc";"Technology";"Software";"456.74"
"PLMR";"Palomar Holdings Inc";"Financial Services";"Insurance";"90.93"
"PCCOF";"Paltac Corp";"Consumer Defensive";"Consumer Packaged Goods";"48.1"
"PALT";"Paltalk Inc";"Technology";"Software";"3.68"
"PPTKF";"Paltek Corp";"Technology";"Semiconductors";"7.15"
"PAMI";"PAM Holdings Inc";"Financial Services";"Capital Markets";"0.1"
"PMPAF";"Pampa Energia SA";"Utilities";"Utilities - Regulated";"0.38"
"PAM";"Pampa Energia SA";"Utilities";"Utilities - Regulated";"18.51"
"PMMCF";"Pampa Metals Corp";"Basic Materials";"Metals & Mining";"0.29"
"PAFRF";"Pan African Resources PLC";"Basic Materials";"Metals & Mining";"0.22"
"PAFRY";"Pan African Resources PLC";"Basic Materials";"Metals & Mining";"4.84"
"PAMB";"Pan American Bank";"Financial Services";"Banks";"29.01"
"GFRCF";"Pan American Fertilizer Corp";"Basic Materials";"Agriculture";"0.06"
"MXOM";"Pan American Goldfields Ltd";"Basic Materials";"Metals & Mining";"0.01"
"PAAS";"Pan American Silver Corp";"Basic Materials";"Metals & Mining";"25.72"
"PGLO";"Pan Global Corp";"Financial Services";"Diversified Financial Services";"0.02"
