"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume"
"CCAMF";"Crédit Agricole Nord de France";"Financial Services";"Banks";21,18;"France";0
"CREJF";"CRE Inc";"Real Estate";"Real Estate";9,75;"Japan";0
"RANFD";"Cre8tive Works Inc";"Healthcare";"Drug Manufacturers";0,07;"USA";0
"CCRRF";"Creades AB";"Financial Services";"Asset Management";0,04;"Sweden";0
"CRTD";"Creatd Inc";"Communication Services";"Interactive Media";2,88;"USA";3948835
"CRTDW";"Creatd Inc";"Communication Services";"Interactive Media";1,1;"USA";0
"CLCN";"Creative Learning Corp";"Consumer Defensive";"Education";0,2;"USA";27364
"CELZ";"Creative Medical Technology Holdings Inc";"Healthcare";"Biotechnology";0,03;"USA";9097399
"CREX";"Creative Realities Inc";"Technology";"Software";1,41;"USA";149791
"CREXW";"Creative Realities Inc";"Technology";"Software";0,23;"USA";0
"CREAF";"Creative Technology Ltd";"Technology";"Hardware";1,85;"Singapore";516
"CWSS";"Creative Waste Solutions Inc";"Industrials";"Waste Management";0,01;"USA";6288
"BAP";"Credicorp Ltd";"Financial Services";"Banks";103,38;"Peru";578578
"CACC";"Credit Acceptance Corp";"Financial Services";"Credit Services";576,51;"USA";139312
"CRARF";"Credit Agricole SA";"Financial Services";"Banks";13,85;"France";1895
"CRARY";"Credit Agricole SA";"Financial Services";"Banks";7,04;"France";82899
"COFI";"Credit One Financial Inc";"Communication Services";"Media - Diversified";1;"USA";0
"CSASF";"Credit Saison Co Ltd";"Financial Services";"Credit Services";13,01;"Japan";0
"CIK";"Credit Suisse Asset Mgmt Income Fund Inc";"Financial Services";"Asset Management";3,51;"USA";1307828
"CSGKF";"Credit Suisse Group AG";"Financial Services";"Banks";10,56;"Switzerland";48381
"DHY";"Credit Suisse High Yield Bond Fund";"Financial Services";"Asset Management";2,5;"USA";1464193
"CDEFF";"Credito Emiliano";"Financial Services";"Banks";6,41;"Italy";185
"CRQDF";"Credito Real SAB de CV Sofom ER";"Financial Services";"Credit Services";0,71;"Mexico";217895
"BPCVF";"Credito Valtellinese SpA";"Financial Services";"Banks";7,54;"Italy";0
"CRMZ";"CreditRiskMonitor.com Inc";"Financial Services";"Capital Markets";2,48;"USA";5315
"CREE";"Cree Inc";"Technology";"Semiconductors";85,71;"USA";1519845
"CRSAU";"Crescent Acquisition Corp";"Financial Services";"Diversified Financial Services";10,15;"USA";592
"CRSA";"Crescent Acquisition Corp";"Financial Services";"Diversified Financial Services";8,81;"USA";0
"CCAP";"Crescent Capital BDC Inc";"Financial Services";"Asset Management";18,6;"USA";37578
"OPNVY";"Crescent NV";"Technology";"Hardware";0,16;"Belgium";0
"CPG";"Crescent Point Energy Corp";"Energy";"Oil & Gas";3,57;"Canada";3049461
"CRRTF";"Crescita Therapeutics Inc";"Healthcare";"Drug Manufacturers";0,55;"Canada";6172
"CRLWF";"Cresco Labs Inc";"Healthcare";"Drug Manufacturers";2,9;"USA";0
"CRLBF";"Cresco Labs Inc";"Healthcare";"Drug Manufacturers";9,87;"USA";513906
"CEJOF";"Cresco Ltd";"Technology";"Software";16,75;"Japan";150
"COPHF";"Creso Pharma Ltd";"Healthcare";"Drug Manufacturers";0,1;"Australia";58969
"CRTHF";"Crest Nicholson Holdings PLC";"Consumer Cyclical";"Homebuilding & Construction";4,59;"UK";0
"CRSTF";"Crest Resources Inc";"Basic Materials";"Metals & Mining";0,1;"Canada";14795
"CLEZF";"Creston PLC";"Communication Services";"Media - Diversified";1,85;"UK";0
"CEQPp.PFD";"Crestwood Equity Partners LP";"Energy";"Oil & Gas";9,35;"USA";352192
"CEQP";"Crestwood Equity Partners LP";"Energy";"Oil & Gas";26,47;"USA";445200
"CRESF";"Cresud SACIF y A";"Industrials";"Conglomerates";0,28;"Argentina";0
"CRESY";"Cresud SACIF y A";"Industrials";"Conglomerates";5,92;"Argentina";116381
"CWEGF";"Crew Energy Inc";"Energy";"Oil & Gas";1,46;"Canada";63238
"CXDO";"Crexendo Inc";"Communication Services";"Telecommunication Services";5,91;"USA";27428
"CRHCF";"CRH PLC";"Basic Materials";"Building Materials";52,15;"Ireland";2459
"CRH";"CRH PLC";"Basic Materials";"Building Materials";53,61;"Ireland";317984
"XXMFF";"CRI Hotel Income Partners LP";"Consumer Cyclical";"Travel & Leisure";5;"USA";0
"EPCPF";"Cricket Media Group Ltd";"Consumer Defensive";"Education";0,11;"USA";0
"CRCT";"Cricut Inc";"Technology";"Hardware";28,25;"USA";869932
"CRIM";"Crimson Forest Entertainment Group Inc";"Communication Services";"Media - Diversified";0,12;"USA";0
"CWGL";"Crimson Wine Group Ltd";"Consumer Defensive";"Beverages - Alcoholic";9;"USA";10353
"CRNX";"Crinetics Pharmaceuticals Inc";"Healthcare";"Biotechnology";22,95;"USA";164809
"CRSP";"CRISPR Therapeutics AG";"Healthcare";"Biotechnology";120,71;"Switzerland";1061589
"CRTO";"Criteo SA";"Communication Services";"Media - Diversified";38,3;"France";367284
"CRECF";"Critical Elements Lithium Corp";"Basic Materials";"Metals & Mining";1,05;"Canada";48942
"CSLI";"Critical Solutions Inc";"Technology";"Hardware";0,01;"USA";2132773
"CRIUF";"Crius Energy Trust";"Utilities";"Utilities - Regulated";6,71;"Canada";0
"CROX";"Crocs Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";146,4;"USA";1084367
"COIHF";"Croda International PLC";"Basic Materials";"Chemicals";125,05;"UK";350
"COIHY";"Croda International PLC";"Basic Materials";"Chemicals";65,77;"UK";3152
"CHBH";"Croghan Bancshares Inc";"Financial Services";"Banks";64,01;"USA";893
"CROMF";"Crombie Real Estate Investment Trust";"Real Estate";"REITs";14;"Canada";5738
"CMWCF";"Cromwell Property Group";"Real Estate";"REITs";0,76;"Australia";15000
"CRON";"Cronos Group Inc";"Healthcare";"Drug Manufacturers";6,41;"Canada";1632189
"CRQZF";"CROOZ Inc";"Technology";"Software";8,9;"Japan";0
"CPGSF";"CropEnergies AG";"Basic Materials";"Chemicals";4,9;"Germany";0
"CCRN";"Cross Country Healthcare Inc";"Industrials";"Business Services";20,69;"USA";292484
"CSRVF";"Cross River Ventures Corp";"Basic Materials";"Metals & Mining";0,14;"Canada";3408
"CRT";"Cross Timbers Royalty Trust";"Energy";"Oil & Gas";12,12;"USA";32773
"CRHHF";"Cross-Harbour (Holdings) Ltd";"Consumer Defensive";"Education";1,65;"Hong Kong";0
"CAPL";"CrossAmerica Partners LP";"Energy";"Oil & Gas";19,03;"USA";54270
"CFB";"CrossFirst Bankshares Inc";"Financial Services";"Banks";13,12;"USA";60684
"CRJTF";"CROSSJECT";"Healthcare";"Medical Devices & Instruments";3,25;"France";0
"XRDC";"Crossroads Capital Inc";"Financial Services";"Asset Management";2,24;"USA";0
"CRDSQ";"Crossroads Systems Inc";"Real Estate";"Real Estate";2,7;"USA";0
"CRSS";"Crossroads Systems Inc";"Real Estate";"Real Estate";23,01;"USA";11425
"CRSWF";"Crosswinds Holdings Inc";"Financial Services";"Asset Management";1,43;"Canada";1050
"CRWTF";"Crow Technologies 1977 Ltd";"Industrials";"Business Services";5;"Israel";0
"CMMBF";"Crowd Media Holdings Ltd";"Technology";"Software";0,01;"Australia";0
"CRWG";"CrowdGather Inc";"Communication Services";"Interactive Media";0,01;"USA";362962
"CRWD";"CrowdStrike Holdings Inc";"Technology";"Software";286,37;"USA";3652521
"CACL";"Crown Alliance Capital Ltd";"Financial Services";"Insurance";0,01;"Canada";0
"CCI";"Crown Castle International Corp";"Real Estate";"REITs";192,31;"USA";1385756
"CCIpA.PFD";"Crown Castle International Corp";"Real Estate";"REITs";1445;"USA";7788
"CRWS";"Crown Crafts Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";7,45;"USA";20362
"CRKN";"Crown ElectroKinetics Corp";"Basic Materials";"Chemicals";3,08;"USA";49066
"CRWE";"Crown Equity Holdings Inc";"Industrials";"Business Services";1,5;"USA";514
"CCK";"Crown Holdings Inc";"Consumer Cyclical";"Packaging & Containers";109,97;"USA";956069
"CRWN";"Crown Media Holdings Inc";"Communication Services";"Media - Diversified";5,07;"USA";0
"CWVLF";"Crown Point Energy Inc";"Energy";"Oil & Gas";0,17;"Argentina";3675
"CPTK";"Crown PropTech Acquisitions";"Financial Services";"Diversified Financial Services";9,68;"USA";27312
"CPTK.U";"Crown PropTech Acquisitions";"Financial Services";"Diversified Financial Services";9,9;"USA";61576
"CPTK.WS";"Crown PropTech Acquisitions";"Financial Services";"Diversified Financial Services";0,64;"USA";0
"CWLDF";"Crown Resorts Ltd";"Consumer Cyclical";"Travel & Leisure";10,46;"Australia";0
"CWLDY";"Crown Resorts Ltd";"Consumer Cyclical";"Travel & Leisure";18,21;"Australia";0
"CRCCY";"CRRC Corp Ltd";"Industrials";"Transportation";7,2;"China";0
"LEDCF";"CRS Electronics Inc";"Industrials";"Industrial Products";0,01;"Canada";0
