"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021"
"PRRWF";"Park Lawn Corp";"Consumer Cyclical";"Personal Services";"28,52";"Canada";367;"0,75";"0.70";"0.25";"0.24";"0.19";"0.50";NA
"PRSI";"Portsmouth Square Inc";"Consumer Cyclical";"Travel & Leisure";"50";"USA";507;"-14,59";"-6.53";"0.33";"4.96";"3.54";"-3.99";NA
"PRT";"PermRock Royalty Trust";"Energy";"Oil & Gas";"6,48";"USA";31693;"0,31";"-0.51";"-0.20";"1.28";"0.73";"0.16";NA
"PRTA";"Prothena Corp PLC";"Healthcare";"Biotechnology";"70,98";"Ireland";391427;"-1,87";"-4.66";"-4.07";"-3.93";"-1.95";"-2.78";NA
"PRTC";"PureTech Health PLC";"Healthcare";"Biotechnology";"50,45";"USA";3409;"-6,7";"-2.10";"1.10";"-1.60";"14.40";"0.20";NA
"PRTH";"Priority Technology Holdings Inc";"Technology";"Software";"6,2";"USA";22909;"0,19";"-0.06";"-0.19";"-0.29";"-0.50";"0.38";NA
"PRTK";"Paratek Pharmaceuticals Inc";"Healthcare";"Biotechnology";"5,51";"USA";429971;"-1,19";"-5.51";"-3.32";"-3.57";"-3.93";"-2.19";NA
"PRTS";"CarParts.com Inc";"Consumer Cyclical";"Retail - Cyclical";"17,59";"USA";793071;"-0,08";"0.08";"0.62";"-0.14";"-0.89";"-0.04";NA
"PRTY";"Party City Holdco Inc";"Consumer Cyclical";"Retail - Cyclical";"6,73";"USA";1985079;"1,49";"0.98";"1.79";"1.27";"-5.71";"-5.24";NA
"PRU";"Prudential Financial Inc";"Financial Services";"Insurance";"106,69";"USA";1701393;"18,11";"9.71";"17.86";"9.50";"10.11";"-1.00";NA
"PRVB";"Provention Bio Inc";"Healthcare";"Biotechnology";"6,6";"USA";717281;"-2,12";NA;"-0.28";"-1.19";"-1.06";"-1.88";NA
"PRWYF";"Prodways Group SA";"Industrials";"Industrial Products";"3,5";"France";1995;"-0,32";"-0.26";"-0.21";"-0.12";"-0.09";"-0.33";NA
"PRXXF";"Paradox Interactive AB";"Communication Services";"Interactive Media";"18,26";"Sweden";267;"0,41";"0.25";"0.30";"0.37";"0.38";"0.56";NA
"PRYMF";"Prysmian SpA";"Industrials";"Industrial Products";"37,5";"Italy";801;"1,2";"1.11";"1.31";"0.27";"1.23";"0.83";NA
"PSA";"Public Storage";"Real Estate";"REITs";"323,36";"USA";709869;"7,26";"6.81";"6.73";"8.54";"7.29";"6.29";NA
"PSB";"PS Business Parks Inc";"Real Estate";"REITs";"156,5";"USA";69240;"4,75";"2.31";"3.30";"6.31";"3.95";"4.52";NA
"PSBP";"PSB Holding Corp";"Financial Services";"Banks";"27,1";"USA";13819;"3,55";"1.13";"1.42";"2.39";"2.44";"3.12";NA
"PSBQ";"PSB Holdings Inc";"Financial Services";"Banks";"25,08";"USA";1220;"2,67";"1.83";"1.58";"2.29";"2.51";"2.40";NA
"PSGTY";"PT Semen Indonesia (Persero) Tbk";"Basic Materials";"Building Materials";"12,95";"Indonesia";904;"0,69";"1.13";"0.40";"0.72";"0.58";"0.67";NA
"PSHG";"Performance Shipping Inc";"Industrials";"Transportation";"4,88";"Greece";30474;"-1,53";"-986,848.00";"89.40";"-5.60";"-1.12";"0.11";NA
"PSIX";"Power Solutions International Inc";"Industrials";"Industrial Products";"4,9";"USA";6676;"-1,66";"-4.47";"-6.20";"-2.94";"0.38";"-1.00";NA
"PSLV";"Sprott Physical Silver Trust";"Financial Services";"Asset Management";"8,42";"Canada";2510513;"2,24";"0.62";"0.34";"-0.58";"0.82";"3.39";NA
"PSMMF";"Persimmon PLC";"Consumer Cyclical";"Homebuilding & Construction";"41,72";"UK";3212;"3,4";"2.46";"3.26";"3.55";"3.49";"2.68";NA
"PSMT";"Pricesmart Inc";"Consumer Defensive";"Retail - Defensive";"85,36";"USA";79312;"3,2";"2.92";"2.98";"2.44";"2.40";"2.55";NA
"PSN";"Parsons Corp";"Industrials";"Industrial Products";"35,56";"USA";387329;"0,76";"-0.16";"1.22";"2.78";"1.30";"0.97";NA
"PSO";"Pearson PLC";"Communication Services";"Media - Diversified";"10,62";"UK";239529;"0,5";"-3.36";"0.67";"0.96";"0.45";"0.55";NA
"PSPSF";"PSP Swiss Property AG";"Real Estate";"Real Estate";"132,6";"Switzerland";135;"13,02";"2.88";"5.67";"6.78";"10.07";"7.17";NA
"PSTNY";"PostNL NV";"Industrials";"Transportation";"5,81";"Netherlands";100;"0,87";"0.66";"0.39";"0.08";"0.01";"0.52";NA
"PSTV";"Plus Therapeutics Inc";"Healthcare";"Biotechnology";"1,9";"USA";1828432;"-1,7";"-640.00";"-411.50";"-86.98";"-8.26";"-1.86";NA
"PSTVY";"Postal Savings Bank Of China Co Ltd";"Financial Services";"Banks";"14,48";"China";1560;"2,09";"1.59";"1.79";"1.80";"2.05";"2.17";NA
"PSX";"Phillips 66";"Energy";"Oil & Gas";"71,29";"USA";3008489;"-3,88";"2.92";"9.85";"11.80";"6.77";"-9.06";NA
"PSXP";"Phillips 66 Partners LP";"Energy";"Oil & Gas";"36";"USA";461389;"2,03";"2.20";"2.59";"4.00";"4.29";"3.27";NA
"PSYTF";"Pason Systems Inc";"Energy";"Oil & Gas";"6,37";"Canada";7968;"0,04";"-0.37";"0.24";"0.54";"0.48";"0.06";NA
"PSZKY";"PKO Bank Polski SA";"Financial Services";"Banks";"10,23";"Poland";190;"-0,19";"0.59";"0.64";"0.77";"0.83";"-0.53";NA
"PTAIY";"PT Astra International Tbk";"Consumer Cyclical";"Vehicles & Parts";"7,41";"Indonesia";54032;"0,46";"0.56";"0.69";"0.74";"0.77";"0.57";NA
"PTBRY";"Bank Negara Indonesia (Persero) Tbk";"Financial Services";"Banks";"8,73";"Indonesia";718;"0,35";"1.14";"1.35";"1.39";"1.48";"0.31";NA
"PTC";"PTC Inc";"Technology";"Software";"131,47";"USA";664499;"2";"-0.48";"0.05";"0.44";"-0.23";"1.12";NA
"PTCT";"PTC Therapeutics Inc";"Healthcare";"Biotechnology";"42,86";"USA";380172;"-5,59";"-4.17";"-2.02";"-2.75";"-4.27";"-6.64";NA
"PTEN";"Patterson-UTI Energy Inc";"Energy";"Oil & Gas";"7,77";"USA";1540109;"-2,29";"-2.18";"0.03";"-1.47";"-2.10";"-4.27";NA
"PTFRY";"PT Tower Bersama Infrastructure Tbk";"Communication Services";"Telecommunication Services";"10,5";"Indonesia";550;"0,19";"0.12";"0.38";"0.11";"0.14";"0.17";NA
"PTGX";"Protagonist Therapeutics Inc";"Healthcare";"Biotechnology";"48,02";"USA";325096;"-1,92";"-5.80";"-2.09";"-1.74";"-2.98";"-1.92";NA
"PTIX";"Protagenic Therapeutics Inc";"Healthcare";"Biotechnology";"2,06";"USA";589659;"-0,37";"-0.43";"-0.22";"-0.25";"-0.17";"-0.25";NA
"PTJSY";"PT Jasa Marga (Persero) Tbk";"Industrials";"Construction";"4,92";"Indonesia";332;"0,24";"0.41";"0.45";"0.42";"0.44";"0.10";NA
"PTKFY";"PT Kalbe Farma Tbk";"Healthcare";"Drug Manufacturers";"17,78";"Indonesia";13031;"0,84";"0.73";"0.76";"0.72";"0.77";"0.83";NA
"PTMEY";"PT Media Nusantara Citra Tbk";"Communication Services";"Media - Diversified";"6,11";"Indonesia";150;"1,04";"0.74";"0.81";"0.83";"1.29";"0.98";NA
"PTMN";"Portman Ridge Finance Corp";"Financial Services";"Asset Management";"24,06";"USA";33148;"14,6";"-0.30";"0.90";"-2.60";"-3.30";"6.30";NA
"PTNDF";"PT Vale Indonesia Tbk";"Basic Materials";"Metals & Mining";"300000000000005504";"Indonesia";1648;"0,01";NA;NA;"0.01";"0.01";"0.01";NA
"PTNR";"Partner Communications Co Ltd";"Communication Services";"Telecommunication Services";"4,55";"Israel";2403;"0,03";"0.10";"0.22";"0.11";"0.04";"0.03";NA
"PTR";"PetroChina Co Ltd";"Energy";"Oil & Gas";"43,62";"China";233522;"8,39";"0.58";"1.97";"4.21";"3.56";"1.53";NA
"PTRS";"Partners Bancorp";"Financial Services";"Banks";"8,99";"USA";7741;"0,31";"0.49";"0.42";"0.55";"0.33";"0.32";NA
"PTSI";"P.A.M. Transportation Services Inc";"Industrials";"Transportation";"33,92";"USA";24232;"4,1";"0.84";"3.04";"1.95";"0.67";"1.55";NA
"PTVE";"Pactiv Evergreen Inc";"Consumer Cyclical";"Packaging & Containers";"13,81";"USA";141692;"-1,38";"0.91";"2.49";"1.59";"0.52";"-0.26";NA
"PTVRF";"Petro-Victory Energy Corp";"Energy";"Oil & Gas";"1,58";"USA";3423;"0,02";"-1.60";"-0.13";"-0.16";"-0.16";"0.02";NA
"PTXKY";"PT XL Axiata TBK";"Communication Services";"Telecommunication Services";"3,67";"Indonesia";2242;"-0,09";"0.06";"0.05";"-0.43";"0.10";"0.05";NA
"PUK";"Prudential PLC";"Financial Services";"Insurance";"41,87";"UK";246971;"-1,85";"1.85";"2.51";"3.12";"0.61";"1.63";NA
"PUMP";"ProPetro Holding Corp";"Energy";"Oil & Gas";"7,66";"USA";803262;"-1,01";"-0.66";"0.16";"2.00";"1.57";"-1.06";NA
"PUODY";"Promotora Y Operadora de Infraestructura SAB de CV";"Industrials";"Construction";"139,01";"Mexico";78;"8,05";"10.92";"10.63";"12.09";"11.12";"6.21";NA
"PUPOF";"Public Power Corp SA";"Utilities";"Utilities - Independent Power Producers";"11,45";"Greece";100;"0,15";"0.25";"1.21";"-4.44";"-8.08";NA;NA
"PUPPF";"Pharmacolog i Uppsala AB";"Healthcare";"Medical Devices & Instruments";"1,25";"Sweden";200;"-0,16";"-0.76";"-0.52";"-0.25";"-0.21";"-0.17";NA
"PVAC";"Penn Virginia Corp";"Energy";"Oil & Gas";"20,54";"USA";330620;"-25,64";NA;"2.17";"14.70";"4.67";"-20.46";NA
"PVBC";"Provident Bancorp Inc";"Financial Services";"Banks";"16,44";"USA";30494;"0,84";"0.69";"0.86";"0.50";"0.60";"0.66";NA
"PVG";"Pretium Resources Inc";"Basic Materials";"Metals & Mining";"10,06";"Canada";1205881;"-0,11";"-0.35";"-0.09";"0.20";"0.22";"-0.21";NA
"PVL";"Permianville Royalty Trust";"Energy";"Oil & Gas";"1,81";"USA";62233;"0,09";"0.26";"1.36";"0.44";"0.29";"0.15";NA
"PVNC";"Prevention Insurance.com";"Financial Services";"Diversified Financial Services";"1,5";"Australia";278;"-0,01";"-0.30";"-0.10";"-0.05";"-0.04";"-0.02";NA
"PW";"Power REIT";"Real Estate";"REITs";"41,3";"USA";13748;"1,4";"-0.02";"0.23";"0.29";"0.35";"0.96";NA
"PWCDF";"Power Corporation of Canada";"Financial Services";"Insurance";"35,18";"Canada";16526;"3,14";"1.74";"2.16";"2.05";"1.92";"2.41";NA
"PWFL";"PowerFleet Inc";"Technology";"Hardware";"7,14";"USA";125867;"-0,35";"-0.49";"-0.26";"-0.34";"-0.59";"-0.46";NA
"PWR";"Quanta Services Inc";"Industrials";"Construction";"103,02";"USA";944732;"3,73";"1.26";"2.00";"1.90";"2.73";"3.07";NA
"PXD";"Pioneer Natural Resources Co";"Energy";"Oil & Gas";"148,81";"USA";1858158;"1,35";"-3.34";"4.85";"5.70";"4.59";"-1.21";NA
"PXGYF";"Pax Global Technology Ltd";"Industrials";"Industrial Products";"1,18";"Hong Kong";5801;"0,12";"0.07";"0.05";"0.06";"0.07";"0.11";NA
"PXLW";"Pixelworks Inc";"Technology";"Semiconductors";"6,57";"USA";2870140;"-0,59";"-0.39";"-0.11";"-0.11";"-0.24";"-0.65";NA
"PXXLF";"Poxel SA";"Healthcare";"Biotechnology";"6,7";"France";279;"-1,37";"-1.22";"-1.15";"0.06";"-1.10";"-1.41";NA
"PYCFF";"Mount Logan Capital Inc";"Financial Services";"Asset Management";"2,95";"USA";2312;"-0,01";"0.48";"-0.06";"-0.04";"0.02";"-0.24";NA
"PYPD";"PolyPid Ltd";"Healthcare";"Biotechnology";"9,45";"Israel";27673;"-1,79";"-1.29";"-6.32";"-0.04";"-1.02";"-4.48";NA
"PYPL";"PayPal Holdings Inc";"Financial Services";"Credit Services";"286,8";"USA";6356996;"4,1";"1.15";"1.47";"1.71";"2.07";"3.54";NA
"PYR";"PyroGenesis Canada Inc";"Industrials";"Industrial Products";"4,2";"Canada";122244;"0,1";"-0.05";"-0.05";"-0.05";"-0.05";"0.21";NA
"PZN";"Pzena Investment Management Inc";"Financial Services";"Asset Management";"10,95";"USA";50326;"0,87";"0.58";"0.40";"0.77";"0.46";"0.52";NA
"PZRIF";"Pizza Pizza Royalty Corp";"Consumer Cyclical";"Restaurants";"8,94";"Canada";1416;"0,56";"0.65";"0.68";"0.63";"0.65";"0.59";NA
"PZZA";"Papa John's International Inc";"Consumer Cyclical";"Restaurants";"126,03";"USA";368944;"-0,85";"2.74";"2.83";"0.08";"-0.24";"1.28";NA
"QBCAF";"Quebecor Inc";"Communication Services";"Telecommunication Services";"23,34";"Canada";152;"1,7";"0.59";"1.26";"1.25";"1.94";"1.84";NA
"QBEIF";"QBE Insurance Group Ltd";"Financial Services";"Insurance";"8,44";"Australia";17241;"-0,27";"0.61";"-0.92";"0.29";"0.42";"-1.09";NA
"QCOM";"Qualcomm Inc";"Technology";"Semiconductors";"146";"USA";6887257;"8";"3.81";"1.64";"-3.39";"3.59";"4.52";NA
"QCRH";"QCR Holdings Inc";"Financial Services";"Banks";"51,7";"USA";51417;"4,74";"2.17";"2.61";"2.86";"3.60";"3.80";NA
"QD";"Qudian Inc";"Financial Services";"Credit Services";"1,67";"China";1474228;"1,15";"0.25";"1.08";"1.12";"1.56";"0.55";NA
"QDEL";"Quidel Corp";"Healthcare";"Medical Diagnostics & Research";"129,27";"USA";666714;"20,65";"-0.42";"-0.24";"1.86";"1.73";"18.60";NA
"QFIN";"360 DigiTech Inc";"Financial Services";"Credit Services";"21,87";"China";3672564;"5,15";NA;"0.25";"-2.73";"2.37";"3.49";NA
"QGEN";"Qiagen NV";"Healthcare";"Medical Diagnostics & Research";"55,4";"Netherlands";783269;"2,06";"0.34";"0.17";"0.82";"-0.18";"1.53";NA
"QIPT";"Quipt Home Medical Corp";"Healthcare";"Medical Devices & Instruments";"6,45";"USA";82788;"-0,25";"-3.20";"-1.03";"0.71";"-0.27";"-0.21";NA
"QIWI";"QIWI PLC";"Technology";"Software";"9,51";"Cyprus";331161;"2,11";"0.68";"0.89";"0.84";"1.25";"1.90";NA
"QLYS";"Qualys Inc";"Technology";"Software";"116,41";"USA";288566;"1,69";"0.50";"1.01";"1.37";"1.68";"2.24";NA
"QNBC";"QNB Corp";"Financial Services";"Banks";"37,75";"USA";1716;"4,75";"2.63";"2.41";"3.25";"3.53";"3.42";NA
"QNTFF";"Quantafuel ASA";"Industrials";"Waste Management";"3,52";"Norway";1108;"-0,26";"-0.03";"-0.04";"-0.12";"-0.12";"-0.47";NA
"QNTO";"Quaint Oak Bancorp Inc";"Financial Services";"Banks";"17,99";"USA";1088;"2,25";"0.77";"0.74";"1.01";"1.24";"1.61";NA
"QRHC";"Quest Resource Holding Corp";"Industrials";"Waste Management";"6,62";"USA";95585;"0,08";"-0.55";"-0.38";"-0.16";NA;"0.05";NA
"QRTEA";"Qurate Retail Inc";"Consumer Cyclical";"Retail - Cyclical";"11,06";"USA";3177310;"3,39";"0.98";"2.70";"1.45";"-1.08";"2.86";NA
"QSCGF";"Q.Beyond AG";"Technology";"Software";"2,08";"Germany";1000;"-0,17";"-0.21";"0.05";"0.03";"0.66";"-0.20";NA
"QSR";"Restaurant Brands International Inc";"Consumer Cyclical";"Restaurants";"64,5";"Canada";1446354;"2,19";"1.45";"2.54";"2.42";"2.37";"1.60";NA
"QTGPF";"Qt Group PLC";"Technology";"Software";"171";"Finland";1730;"0,97";"-0.08";"-0.17";"-0.11";"-0.01";"0.62";NA
"QTRHF";"Quarterhill Inc";"Technology";"Hardware";"2,14";"Canada";31248;"0,01";"0.09";"0.09";"-0.42";"0.08";"0.13";NA
"QTRX";"Quanterix Corp";"Healthcare";"Medical Devices & Instruments";"51,41";"USA";236038;"-0,86";"-1.70";"-8.30";"-1.43";"-1.63";"-1.07";NA
"QTS";"QTS Realty Trust Inc";"Real Estate";"REITs";"77,96";"USA";1787787;"-0,55";"0.46";"0.01";"-0.44";"-0.09";"-0.47";NA
"QTT";"Qutoutiao Inc";"Communication Services";"Interactive Media";"1,34";"China";953414;"-0,36";"-0.01";"-0.05";"-1.91";"-1.41";"-0.60";NA
"QTWO";"Q2 Holdings Inc";"Technology";"Software";"87,97";"USA";376264;"-2,18";"-0.92";"-0.63";"-0.83";"-1.53";"-2.65";NA
"QUAD";"Quad/Graphics Inc";"Industrials";"Business Services";"4,23";"USA";296419;"-0,97";"0.90";"2.07";"0.16";"-3.12";"-2.53";NA
"QUCOF";"Qualitas Controladora SAB de CV";"Financial Services";"Insurance";"4,61";"Mexico";6550;"0,61";"0.14";"0.24";"0.27";"0.67";"0.65";NA
"QUIK";"QuickLogic Corp";"Technology";"Semiconductors";"6,02";"USA";62176;"-0,79";"-4.06";"-2.56";"-2.16";"-2.02";"-1.14";NA
"QUILF";"Quilter PLC";"Financial Services";"Asset Management";"2,05";"UK";1228;"0,05";"0.02";"0.12";"0.34";"0.10";"0.07";NA
"QUISF";"Quisitive Technology Solutions Inc";"Technology";"Software";"1,08";"Canada";22071;"-0,01";"-0.02";"-0.02";"-0.09";"-0.08";"-0.07";NA
"QUMU";"Qumu Corp";"Technology";"Software";"2,82";"USA";392626;"-1,02";"-1.23";"-1.25";"-0.39";"-0.63";"-0.70";NA
"QUOT";"Quotient Technology Inc";"Communication Services";"Media - Diversified";"7,14";"USA";941441;"-0,66";"-0.23";"-0.17";"-0.30";"-0.41";"-0.72";NA
"QURE";"uniQure NV";"Healthcare";"Biotechnology";"29,4";"Netherlands";456921;"6,38";"-2.93";"-2.94";"-2.34";"-3.11";"-2.81";NA
"QUTIF";"Questor Technology Inc";"Industrials";"Industrial Products";"1,14";"Canada";3694;"-0,11";"-0.02";"0.11";"0.19";"0.21";"-0.06";NA
"R";"Ryder System Inc";"Industrials";"Business Services";"80,22";"USA";577402;"4,88";"4.91";"13.53";"5.38";"-0.47";"-2.34";NA
"RACE";"Ferrari NV";"Consumer Cyclical";"Vehicles & Parts";"217,59";"Italy";235584;"5,47";"2.23";"3.34";"4.71";"4.12";"3.99";NA
"RADA";"Rada Electronics Industries Ltd";"Industrials";"Aerospace & Defense";"11,35";"Israel";418987;"0,4";"-0.35";"0.08";"0.01";"-0.05";"0.13";NA
"RADLY";"Raia Drogasil SA";"Healthcare";"Healthcare Providers & Services";"5";"Brazil";20434;"0,16";"0.08";"0.09";"0.08";"0.11";"0.06";NA
"RAIFF";"Raiffeisen Bank International AG";"Financial Services";"Banks";"24,32";"Austria";1313;"3,49";"1.67";"3.95";"4.19";"3.93";"2.70";NA
"RAIL";"FreightCar America Inc";"Industrials";"Transportation";"5,3";"USA";811453;"-5,95";"1.00";"-1.82";"-3.26";"-5.95";"-6.29";NA
"RAMPF";"Polaris Infrastructure Inc";"Utilities";"Utilities - Independent Power Producers";"14,45";"Canada";1913;"1,46";"-0.27";"0.11";"1.04";"0.89";"1.70";NA
"RAND";"Rand Capital Corp";"Financial Services";"Asset Management";"17,83";"USA";5318;"4,76";"-1.71";"-0.99";"-0.56";"-2.74";"0.33";NA
"RANJY";"Randstad NV";"Industrials";"Business Services";"36,62";"Netherlands";4727;"2,07";"1.65";"1.99";"2.16";"1.79";"0.98";NA
"RARE";"Ultragenyx Pharmaceutical Inc";"Healthcare";"Biotechnology";"96,73";"USA";421618;"-5,34";"-6.21";"-7.12";"-3.97";"-7.12";"-3.07";NA
"RATIY";"Rational AG";"Industrials";"Industrial Distribution";"54,5";"Germany";177;"0,67";"0.59";"0.74";"0.79";"0.84";"0.43";NA
"RAVE";"Rave Restaurant Group Inc";"Consumer Cyclical";"Restaurants";"1,26";"USA";305844;"0,04";"-0.80";"-1.18";"0.13";"-0.05";"-0.28";NA
"RAYT";"Rayont Inc";"Technology";"Software";"2,8";"Australia";888;"0,01";"-0.02";"-0.20";"-0.10";"-0.26";"-0.02";NA
"RBA";"Ritchie Bros Auctioneers Inc";"Industrials";"Business Services";"63,05";"Canada";470920;"1,65";"0.85";"0.69";"1.11";"1.36";"1.54";NA
"RBB";"RBB Bancorp";"Financial Services";"Banks";"25,57";"USA";35635;"2,29";"1.39";"1.68";"2.01";"1.92";"1.65";NA
"RBBN";"Ribbon Communications Inc";"Communication Services";"Telecommunication Services";"6,61";"USA";410592;"0,69";"-0.28";"-0.60";"-0.74";"-1.19";"0.61";NA
"RBC";"Regal Beloit Corp";"Industrials";"Industrial Products";"151,18";"USA";241692;"6,37";"4.52";"4.74";"5.26";"5.66";"4.64";NA
"RBCAA";"Republic Bancorp Inc";"Financial Services";"Banks";"49,87";"USA";33945;"4,37";"2.22";"2.20";"3.74";"4.39";"3.99";NA
"RBCN";"Rubicon Technology Inc";"Technology";"Semiconductors";"9,44";"USA";6738;"-0,62";"-23.86";"-6.60";"0.35";"-0.42";"-0.43";NA
"RBGLY";"Reckitt Benckiser Group PLC";"Consumer Defensive";"Consumer Packaged Goods";"15,34";"UK";928218;"-0,64";"0.64";"2.33";"0.77";"-1.36";"0.45";NA
"RBKB";"Rhinebeck Bancorp Inc";"Financial Services";"Banks";"10,7";"USA";2007;"0,85";"0.65";"0.72";"1.05";"0.56";"0.55";NA
"RBLAY";"Robinsons Land Corp";"Real Estate";"Real Estate";"7,75";"Philippines";100;"0,54";"0.58";"0.58";"0.65";"0.67";"0.40";NA
"RBNC";"Reliant Bancorp Inc";"Financial Services";"Banks";"29,3";"USA";64026;"2,93";"1.16";"0.88";"1.23";"1.44";"2.02";NA
"RBTEF";"Robertet SA";"Basic Materials";"Chemicals";"1239,35";"France";68;"25,43";"19.09";"24.92";"25.50";"25.51";"26.61";NA
"RBTK";"Zhen Ding Resources Inc";"Basic Materials";"Metals & Mining";"3";"Canada";150;"0";"-0.01";"-0.01";"-0.01";"-0.01";"-0.01";NA
"RC";"Ready Capital Corp";"Real Estate";"REITs";"15,4";"USA";382354;"1,99";"1.85";"1.38";"1.84";"1.72";"0.81";NA
"RCAR";"RenovaCare Inc";"Healthcare";"Biotechnology";"1,36";"USA";11270;"-0,08";"-0.03";"-0.05";"-0.03";"-0.04";"-0.11";NA
"RCG";"RENN Fund Inc";"Financial Services";"Asset Management";"2,43";"USA";15433;"1";"0.27";"-0.17";"0.43";"0.38";"-0.09";NA
"RCI";"Rogers Communications Inc";"Communication Services";"Telecommunication Services";"51,32";"Canada";370129;"2,51";"1.21";"2.80";"2.97";"3.02";"2.44";NA
"RCII";"Rent-A-Center Inc";"Industrials";"Business Services";"63,64";"USA";467207;"3,69";"-1.98";"0.12";"0.16";"3.10";"3.73";NA
"RCKT";"Rocket Pharmaceuticals Inc";"Healthcare";"Biotechnology";"33,75";"USA";525123;"-2,82";"-6.41";"-4.36";"-1.89";"-1.58";"-2.52";NA
"RCKTF";"Rock Tech Lithium Inc";"Basic Materials";"Metals & Mining";"4,16";"Canada";2460;"-0,17";"-0.05";"-0.09";"-0.07";"-0.02";"-0.06";NA
"RCKY";"Rocky Brands Inc";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"49,1";"USA";71760;"3,5";"-0.29";"1.29";"1.95";"2.35";"2.86";NA
"RCL";"Royal Caribbean Group";"Consumer Cyclical";"Travel & Leisure";"82,6";"USA";4398767;"-22,33";"5.93";"7.53";"8.56";"8.95";"-27.05";NA
"RCM";"R1 RCM Inc";"Healthcare";"Healthcare Providers & Services";"19,48";"USA";860635;"-2,06";"0.65";"-0.75";"-0.60";"-0.08";"0.33";NA
"RCMT";"RCM Technologies Inc";"Industrials";"Construction";"5,15";"USA";188769;"0,02";"0.14";"0.17";"0.22";"0.31";"-0.73";NA
"RCON";"Recon Technology Ltd";"Energy";"Oil & Gas";"3,14";"China";2046909;"-0,56";"-5.49";"-3.60";"-2.97";"-0.94";"-0.59";NA
"RCPUF";"Recipe Unlimited Corp";"Consumer Cyclical";"Restaurants";"16,58";"Canada";4237;"0,85";"0.92";"1.39";"0.86";"0.55";"-0.72";NA
"RCRT";"Recruiter.Com Group Inc";"Industrials";"Business Services";"4,06";"USA";120267;"-7,87";"-24.00";"-34.00";"-132.00";"-20.90";"-8.75";NA
"RCUS";"Arcus Biosciences Inc";"Healthcare";"Biotechnology";"29,66";"USA";437987;"-2,96";"-0.73";"-1.25";"-1.43";"-1.93";"-2.24";NA
"RDCM";"Radcom Ltd";"Communication Services";"Telecommunication Services";"10,83";"Israel";8039;"-0,26";"0.18";"0.23";"-0.18";"-0.50";"-0.29";NA
"RDEIF";"Red Electrica Corporacion SA";"Utilities";"Utilities - Regulated";"20,01";"Spain";280;"1,44";"1.25";"1.47";"1.49";"1.48";"1.40";NA
"RDFN";"Redfin Corp";"Real Estate";"Real Estate";"48,5";"USA";1160478;"-0,25";"-1.11";"-4.47";"-0.49";"-0.88";"-0.23";NA
"RDGA";"Ridgefield Acquisition Corp";"Financial Services";"Diversified Financial Services";"3,5";"USA";120;"-0,04";"-0.02";"-0.03";"-0.04";"-0.04";"-0.05";NA
"RDHL";"Redhill Biopharma Ltd";"Healthcare";"Drug Manufacturers";"9,58";"Israel";784391;"-2,3";"-2.40";"-2.60";"-1.70";"-1.40";"-2.10";NA
"RDI";"Reading International Inc";"Communication Services";"Media - Diversified";"5,04";"USA";37334;"0,19";"0.41";"1.33";"0.60";"-1.17";"-3.00";NA
"RDN";"Radian Group Inc";"Financial Services";"Insurance";"23,69";"USA";1082866;"2,9";"1.37";"0.55";"2.77";"3.20";"2.00";NA
"RDNT";"RadNet Inc";"Healthcare";"Medical Diagnostics & Research";"31,25";"USA";293609;"0,46";"0.15";NA;"0.66";"0.29";"-0.29";NA
"RDRUY";"Neometals Ltd";"Basic Materials";"Metals & Mining";"5,77";"Australia";2562;"-0,16";"1.16";"0.06";"0.28";"0.97";"-0.18";NA
"RDS.A";"Royal Dutch Shell PLC";"Energy";"Oil & Gas";"39,76";"Netherlands";4448370;"1,4";"1.16";"3.12";"5.60";"3.90";"-5.56";NA
"RDUS";"Radius Health Inc";"Healthcare";"Drug Manufacturers";"13,63";"USA";340051;"-1,29";"-4.24";"-5.80";"-4.88";"-2.89";"-2.35";NA
"RDVT";"Red Violet Inc";"Technology";"Software";"28,7";"USA";19043;"-0,15";"-1.63";"-2.08";"-0.67";"-1.03";"-0.57";NA
"RDWR";"Radware Ltd";"Technology";"Software";"34,21";"Israel";223842;"0,32";"-0.20";"-0.17";"0.25";"0.47";"0.20";NA
"RE";"Everest Re Group Ltd";"Financial Services";"Insurance";"263,02";"Bermuda";253936;"33,14";"23.68";"11.70";"2.17";"24.70";"12.78";NA
"RECAF";"Reconnaissance Energy Africa Ltd";"Energy";"Oil & Gas";"5,8";"Canada";952460;"-0,12";"-0.03";"-0.02";"-0.06";"-0.12";"-0.07";NA
"REEMF";"Rare Element Resources Ltd";"Basic Materials";"Metals & Mining";"1,26";"USA";92267;"-0,04";"-0.07";"-0.01";"-0.02";"-0.02";"-0.03";NA
"REFR";"Research Frontiers Inc";"Technology";"Hardware";"2,24";"USA";185688;"-0,07";"-0.18";"-0.10";"-0.10";"-0.13";"-0.07";NA
"REG";"Regency Centers Corp";"Real Estate";"REITs";"68,93";"USA";773637;"1,33";"1.42";"1.00";"1.46";"1.43";"0.26";NA
"REGI";"Renewable Energy Group Inc";"Energy";"Oil & Gas";"48,46";"USA";780265;"3,48";"1.05";"-2.04";"6.14";"8.36";"2.76";NA
