"Symbol";"Company";"Sector";"Subsector";"Price";"Country";"Volume";"EPS_TTM";"EPS_2016";"EPS_2017";"EPS_2018";"EPS_2019";"EPS_2020";"EPS_2021"
"AGZNF";"Aegean Airlines SA";"Industrials";"Transportation";"6,05";"Greece";564;"-3,13";"0.43";"0.91";"0.98";"1.11";"-3.52";NA
"AHCCF";"Apollo Healthcare Corp";"Consumer Defensive";"Consumer Packaged Goods";"1,79";"Canada";4423;"0,72";"-2.89";"-3.64";"-3.36";"-0.05";"0.84";NA
"AHCHF";"Anhui Conch Cement Co Ltd";"Basic Materials";"Building Materials";"5,37";"China";1742;"0,98";"0.23";"0.45";"0.82";"0.90";"1.01";NA
"AHEXF";"Adecco Group AG";"Industrials";"Business Services";"56,28";"Switzerland";478;"3,69";"4.47";"5.52";"3.15";"4.97";"-0.74";NA
"AHH";"Armada Hoffler Properties Inc";"Real Estate";"REITs";"13,37";"USA";178406;"0,24";"0.85";"0.50";"0.36";"0.41";"0.38";NA
"AHOTF";"American Hotel Income Properties REIT LP";"Real Estate";"REITs";"3,23";"Canada";6368;"-0,59";"0.23";NA;"0.11";"-0.09";"-0.85";NA
"AHPI";"Allied Healthcare Products Inc";"Healthcare";"Medical Devices & Instruments";"9,98";"USA";13324099;"-0,1";"-0.57";"-0.52";"-0.55";"-0.53";"-0.75";NA
"AHT";"Ashford Hospitality Trust Inc";"Real Estate";"REITs";"14,49";"USA";2832085;"-157,15";"-95.00";"-130.00";"-175.20";"-157.70";"-330.00";NA
"AIAGF";"Aurubis AG";"Basic Materials";"Metals & Mining";"88";"Germany";245;"9,85";"3.04";"9.30";"7.54";"4.71";"7.01";NA
"AIAPF";"Ascential PLC";"Communication Services";"Media - Diversified";"5,79";"UK";1561;"0,52";"0.05";"0.06";"0.65";"0.03";"-0.46";NA
"AIBGY";"AIB Group PLC";"Financial Services";"Banks";"6";"Ireland";1257;"0,14";"1.03";"0.94";"0.89";"0.27";"-0.73";NA
"AIG";"American International Group Inc";"Financial Services";"Insurance";"54,02";"USA";4212206;"4,76";"-0.78";"-6.54";"-0.01";"3.74";"-6.88";NA
"AIH";"Aesthetic Medical International Holdings Group Ltd";"Healthcare";"Healthcare Providers & Services";"4,22";"China";105329;"-1,19";"0.13";"-0.20";"-0.65";"-0.33";"-1.66";NA
"AIIXY";"Aixtron SE";"Technology";"Semiconductors";"59,25";"Germany";321;"0,96";"-0.46";"0.14";"0.93";"0.64";"0.75";NA
"AIM";"AIM ImmunoTech Inc";"Healthcare";"Biotechnology";"2,06";"USA";431714;"-0,37";"-14.96";"-12.76";"-9.77";"-2.58";"-0.45";NA
"AIMC";"Altra Industrial Motion Corp";"Industrials";"Industrial Products";"59,92";"USA";214881;"2,29";"0.97";"1.77";"0.92";"1.97";"-0.39";NA
"AIMFF";"Aimia Inc";"Industrials";"Business Services";"3,18";"Canada";25257;"-0,31";"-0.41";"-1.48";"-0.44";"6.68";"-0.14";NA
"AIN";"Albany International Corp";"Consumer Cyclical";"Manufacturing - Apparel & Accessories";"78,17";"USA";125421;"3,58";"1.64";"1.03";"2.57";"4.10";"3.05";NA
"AINC";"Ashford Inc";"Financial Services";"Asset Management";"16,31";"USA";11466;"-30,66";"-2.56";"-9.59";"-2.11";"-13.55";"-108.30";NA
"AIOSF";"Atresmedia Corporacion de Medios de Comunicacion S";"Communication Services";"Media - Diversified";"4,35";"Spain";389;"0,34";"0.60";"0.75";"0.45";"0.58";"0.13";NA
"AIPUY";"Airports Of Thailand PLC";"Industrials";"Transportation";"18,62";"Thailand";1879;"-0,34";"0.39";"0.44";"0.54";"0.57";"0.10";NA
"AIQUF";"Air Liquide SA";"Basic Materials";"Chemicals";"175,31";"France";1088;"6,62";"4.43";"5.53";"5.09";"5.26";"6.25";NA
"AIRC";"Apartment Income REIT Corp";"Real Estate";"REITs";"51,45";"USA";618747;"-0,73";"3.41";"2.50";"5.37";"3.90";"-0.85";NA
"AIRG";"Airgain Inc";"Technology";"Hardware";"14,43";"USA";46968;"-0,38";"0.40";"0.11";"-0.27";"0.09";"-0.34";NA
"AIRI";"Air Industries Group";"Industrials";"Aerospace & Defense";"1,21";"USA";222649;"0,05";"-2.06";"-1.70";"-0.41";"-0.09";"0.03";NA
"AIRYY";"Air China Ltd";"Industrials";"Transportation";"13,4";"China";2420;"-2,6";"1.59";"1.64";"1.54";"1.34";"-3.21";NA
"AIVAF";"Aviva PLC";"Financial Services";"Insurance";"5,6";"UK";1344;"0,58";"0.19";"0.46";"0.48";"0.83";"0.94";NA
"AIXN";"AiXin Life International Inc";"Consumer Defensive";"Consumer Packaged Goods";"4,51";"China";225;"0,02";NA;"-0.01";"-0.02";"0.03";"0.02";NA
"AIZ";"Assurant Inc";"Financial Services";"Insurance";"168,61";"USA";317322;"7,61";"9.13";"9.39";"3.98";"5.84";"6.99";NA
"AJG";"Arthur J. Gallagher & Co";"Financial Services";"Insurance";"143,45";"USA";1009984;"4,46";"2.22";"2.64";"3.40";"3.52";"4.20";NA
"AJRD";"Aerojet Rocketdyne Holdings Inc";"Industrials";"Aerospace & Defense";"41,5";"USA";638161;"1,57";"0.27";"-0.13";"1.75";"1.69";"1.66";NA
"AJX";"Great Ajax Corp";"Real Estate";"REITs";"13,87";"USA";73786;"1,36";"1.65";"1.51";"1.43";"1.59";"1.00";NA
"AKAAF";"Aker ASA";"Energy";"Oil & Gas";"69";"Norway";100;"5,49";"22.67";"2.46";"1.41";"-2.29";"2.21";NA
"AKABY";"Alk-Abello A/S";"Healthcare";"Biotechnology";"97,86";"Denmark";105;"0,16";"0.77";"-0.51";"-0.48";"-0.14";"0.07";NA
"AKAM";"Akamai Technologies Inc";"Technology";"Software";"113,02";"USA";1050734;"3,51";"1.82";"1.29";"1.76";"2.90";"3.37";NA
"AKBA";"Akebia Therapeutics Inc";"Healthcare";"Biotechnology";"2,82";"USA";3711737;"-1,98";"-3.60";"-1.69";"-2.47";"-2.36";"-2.77";NA
"AKBTY";"Akbank TAS";"Financial Services";"Banks";"1,39";"Turkey";28896;"0,28";"0.24";"0.30";"0.33";"0.25";"0.28";NA
"AKO.A";"Embotelladora Andina SA";"Consumer Defensive";"Beverages - Non-Alcoholic";"11,78";"Chile";1602;"1";"0.82";"1.16";"0.84";"1.41";"1.01";NA
"AKOM";"Aerkomm Inc";"Technology";"Hardware";"2,61";"USA";100;"-1,08";"-0.15";"-0.87";"-0.92";"-0.85";"-0.96";NA
"AKR";"Acadia Realty Trust";"Real Estate";"REITs";"21,23";"USA";495208;"-0,12";"0.94";"0.73";"0.38";"0.62";"-0.10";NA
"AKRRF";"Philly Shipyard ASA";"Industrials";"Aerospace & Defense";"6,71";"Norway";733;"-1,34";"3.19";"5.55";"-3.64";"-1.67";"0.13";NA
"AKRTF";"Aker Solutions ASA";"Energy";"Oil & Gas";"1,75";"Norway";1400;"-0,11";"0.03";"0.10";"0.22";"0.05";"-0.36";NA
"AKTX";"Akari Therapeutics PLC";"Healthcare";"Biotechnology";"1,73";"UK";99446;"-1,08";"-2.00";"-3.00";"-1.00";"-1.00";"-1.00";NA
"AKU";"Akumin Inc";"Healthcare";"Medical Diagnostics & Research";"2,26";"Canada";89877;"-0,37";"-0.04";"-0.29";"0.08";"0.14";"-0.29";NA
"AKZOF";"Akzo Nobel NV";"Basic Materials";"Chemicals";"120,7";"Netherlands";280;"5,47";"4.57";"4.38";"33.37";"2.80";"3.99";NA
"AL";"Air Lease Corp";"Industrials";"Business Services";"39,82";"USA";631156;"3,41";"3.44";"6.82";"4.60";"5.09";"4.39";NA
"ALB";"Albemarle Corp";"Basic Materials";"Chemicals";"236,98";"USA";1379770;"6,17";"5.68";"0.49";"6.34";"5.02";"3.52";NA
"ALBKF";"Alpha Services and Holdings SA";"Financial Services";"Banks";"1,26";"Greece";4485;"-1,79";"0.03";"0.01";"0.03";"0.08";"0.08";NA
"ALBO";"Albireo Pharma Inc";"Healthcare";"Biotechnology";"30,28";"USA";262758;"-7,45";"-6.45";"-3.12";"-3.94";"-5.04";"-6.73";NA
"ALBY";"Community Capital Bancshares Inc";"Financial Services";"Banks";"13,5";"USA";800;"1,14";"0.50";"-1.14";"0.99";"1.17";"1.40";NA
"ALC";"Alcon Inc";"Healthcare";"Medical Devices & Instruments";"81,99";"Switzerland";836342;"0,37";"-0.35";"0.52";"-0.46";"-1.34";"-1.09";NA
"ALCO";"Alico Inc";"Consumer Defensive";"Consumer Packaged Goods";"37,65";"USA";32798;"7,07";"0.84";"-1.14";"1.57";"5.05";"3.16";NA
"ALDA";"Atlantica Inc";"Financial Services";"Diversified Financial Services";"1,39";"USA";1320;"-0,12";"-0.09";"-0.09";"-0.17";"-0.16";"-0.13";NA
"ALDX";"Aldeyra Therapeutics Inc";"Healthcare";"Biotechnology";"9,13";"USA";556214;"-1,06";"-1.65";"-1.40";"-1.79";"-2.24";"-1.11";NA
"ALE";"ALLETE Inc";"Utilities";"Utilities - Regulated";"67,53";"USA";175386;"3,2";"3.14";"3.38";"3.38";"3.59";"3.35";NA
"ALEC";"Alector Inc";"Healthcare";"Biotechnology";"26,27";"USA";916989;"-2,68";"-0.30";"-0.63";"-0.76";"-1.71";"-2.45";NA
"ALEDY";"Allied Group Ltd";"Financial Services";"Credit Services";"9,27";"Hong Kong";100;"1,87";"2.96";"2.94";"1.54";"2.31";"1.87";NA
"ALEX";"Alexander & Baldwin Inc";"Real Estate";"REITs";"20,74";"USA";281516;"0,38";"-0.18";"4.34";"-1.02";"-0.51";"0.08";NA
"ALFVF";"Alfa Laval AB";"Industrials";"Industrial Products";"40,75";"Sweden";6818;"1,02";"0.59";"0.85";"1.19";"1.39";"1.01";NA
"ALG";"Alamo Group Inc";"Industrials";"Farm & Heavy Construction Machinery";"154,72";"USA";23892;"6,03";"3.46";"3.79";"6.25";"5.33";"4.78";NA
"ALGGY";"Alliance Global Group Inc";"Industrials";"Conglomerates";"10,39";"Philippines";1202;"1,1";"1.47";"1.50";"1.53";"1.83";"0.92";NA
"ALGN";"Align Technology Inc";"Healthcare";"Medical Devices & Instruments";"702,11";"USA";527914;"8,78";"2.33";"2.83";"4.92";"5.53";"22.41";NA
"ALGT";"Allegiant Travel Co";"Industrials";"Transportation";"188,52";"USA";156344;"2,3";"13.29";"12.13";"10.00";"14.26";"-11.53";NA
"ALIM";"Alimera Sciences Inc";"Healthcare";"Drug Manufacturers";"6,46";"USA";38178;"0,1";"-9.45";"-4.95";"3.71";"-2.19";"-1.04";NA
"ALIZF";"Allianz SE";"Financial Services";"Insurance";"234";"Germany";963;"24,99";"16.01";"18.02";"19.68";"20.92";"19.85";NA
"ALJJ";"ALJ Regional Holdings Inc";"Industrials";"Business Services";"1,26";"USA";53538;"-0,11";"0.30";"0.43";"-0.19";"-0.41";"-1.60";NA
"ALK";"Alaska Air Group Inc";"Industrials";"Transportation";"56,71";"USA";1820451;"-4,88";"6.41";"7.75";"3.52";"6.19";"-10.72";NA
"ALKS";"Alkermes PLC";"Healthcare";"Biotechnology";"31,41";"Ireland";1483275;"-0,4";"-1.38";"-1.03";"-0.90";"-1.25";"-0.70";NA
"ALL";"Allstate Corp";"Financial Services";"Insurance";"134,52";"USA";1406280;"12,64";"4.67";"9.35";"5.70";"14.03";"17.31";NA
"ALLE";"Allegion PLC";"Industrials";"Business Services";"143,08";"Ireland";739015;"5,08";"2.36";"2.85";"4.54";"4.26";"3.39";NA
"ALLK";"Allakos Inc";"Healthcare";"Biotechnology";"87,09";"USA";245298;"-3,84";"-0.52";"-0.71";"-2.20";"-1.89";"-3.10";NA
"ALLT";"Allot Ltd";"Technology";"Software";"16,69";"Israel";128534;"-0,34";"-0.24";"-0.54";"-0.31";"-0.25";"-0.27";NA
"ALLY";"Ally Financial Inc";"Financial Services";"Credit Services";"51,9";"USA";3016953;"7,6";"2.15";"2.04";"2.95";"4.34";"2.88";NA
"ALNA";"Allena Pharmaceuticals Inc";"Healthcare";"Biotechnology";"1,02";"USA";3903387;"-0,91";"-1.61";"-4.80";"-1.72";"-2.13";"-1.01";NA
"ALNY";"Alnylam Pharmaceuticals Inc";"Healthcare";"Biotechnology";"203,51";"USA";618381;"-7,59";"-4.79";"-5.42";"-7.57";"-8.11";"-7.46";NA
"ALPN";"Alpine Immune Sciences Inc";"Healthcare";"Biotechnology";"9,27";"USA";65324;"-1,46";"-8.12";"-1.20";"-2.63";"-2.28";"-1.34";NA
"ALPP";"Alpine 4 Holdings Inc";"Industrials";"Industrial Products";"2,58";"USA";377316;"-0,1";NA;"-0.13";"-0.28";"-0.04";"-0.06";NA
"ALRM";"Alarm.com Holdings Inc";"Technology";"Software";"83,33";"USA";201274;"1,59";"0.21";"0.59";"0.43";"1.06";"1.53";NA
"ALRN";"Aileron Therapeutics Inc";"Healthcare";"Biotechnology";"1,1";"USA";572963;"-0,39";"-1.67";"-3.04";"-2.14";"-1.20";"-0.61";NA
"ALRS";"Alerus Financial Corp";"Financial Services";"Banks";"29,72";"USA";16910;"3,08";"1.00";"1.07";"1.84";"1.91";"2.52";NA
"ALSN";"Allison Transmission Holdings Inc";"Consumer Cyclical";"Vehicles & Parts";"37,46";"USA";746911;"3,29";"1.27";"3.36";"4.78";"4.91";"2.62";NA
"ALSRF";"alstria office REIT-AG";"Real Estate";"REITs";"20,76";"Germany";2348;"1,74";"1.17";"2.19";"3.41";"3.63";"1.16";NA
"ALSSF";"Alsea SAB de CV";"Consumer Cyclical";"Restaurants";"1,99";"Mexico";14564;"-0,03";"0.06";"0.07";"0.06";"0.06";"-0.19";NA
"ALT";"Altimmune Inc";"Healthcare";"Biotechnology";"14,09";"USA";1072078;"-1,69";"-49.80";"-118.91";"-15.16";"-1.60";"-1.91";NA
"ALTA";"Altabancorp";"Financial Services";"Banks";"41,22";"USA";58196;"2,35";"1.30";"1.08";"2.14";"2.33";"2.29";NA
"ALTM";"Altus Midstream Co";"Energy";"Oil & Gas";"63,9";"USA";39036;"2,24";NA;"-0.40";"-0.51";"-98.68";"0.28";NA
"ALTO";"Alto Ingredients Inc";"Basic Materials";"Chemicals";"4,89";"USA";2138975;"0,11";NA;"-0.85";"-1.42";"-1.90";"-0.28";NA
"ALTR";"Altair Engineering Inc";"Technology";"Software";"74,07";"USA";197194;"-0,09";"0.20";"-1.94";"0.21";"-0.11";"-0.14";NA
"ALV";"Autoliv Inc";"Consumer Cyclical";"Vehicles & Parts";"89,11";"Sweden";408563;"6,25";"6.42";"4.87";"2.18";"5.29";"2.14";NA
"ALX";"Alexander's Inc";"Real Estate";"REITs";"265,96";"USA";17755;"13,43";"16.91";"15.74";"6.42";"11.74";"8.19";NA
"AM";"Antero Midstream Corp";"Energy";"Oil & Gas";"9,58";"USA";3203683;"0,72";"0.05";"0.03";"0.33";"-0.80";"-0.26";NA
"AMADF";"Amadeus IT Group SA";"Technology";"Software";"60,23";"Spain";593;"-1,49";"1.99";"2.71";"2.65";"2.87";"-1.70";NA
"AMAT";"Applied Materials Inc";"Technology";"Semiconductors";"136,05";"USA";6863538;"5,75";"1.54";"3.25";"2.96";"2.86";"3.92";NA
"AMBBY";"Ambu A/S";"Healthcare";"Medical Devices & Instruments";"29,16";"Denmark";2170;"0,16";"0.16";"0.20";"0.21";"0.19";"0.15";NA
"AMBC";"Ambac Financial Group Inc";"Financial Services";"Insurance";"14,2";"USA";358025;"-3,19";"1.64";"-7.25";"3.99";"-4.69";"-9.47";NA
"AMBO";"Ambow Education Holding Ltd";"Consumer Defensive";"Education";"1,56";"China";180108;"-0,08";"-0.27";"0.36";"0.31";"-0.66";"-0.43";NA
"AMC";"AMC Entertainment Holdings Inc";"Communication Services";"Media - Diversified";"43,33";"USA";95062843;"-16,75";"1.13";"-3.80";"0.41";"-1.44";"-39.15";NA
"AMCX";"AMC Networks Inc";"Communication Services";"Media - Diversified";"47,69";"USA";333402;"5,97";"3.74";"7.18";"7.57";"6.67";"4.64";NA
"AMD";"Advanced Micro Devices Inc";"Technology";"Semiconductors";"111,32";"USA";70608566;"2,8";"-0.60";"-0.03";"0.32";"0.30";"2.06";NA
"AME";"AMETEK Inc";"Industrials";"Industrial Products";"137,12";"USA";888122;"3,77";"2.19";"2.94";"3.34";"3.75";"3.77";NA
"AMED";"Amedisys Inc";"Healthcare";"Healthcare Providers & Services";"176,21";"USA";337080;"7,45";"1.10";"0.88";"3.55";"3.84";"5.52";NA
"AMEH";"Apollo Medical Holdings Inc";"Healthcare";"Healthcare Providers & Services";"71,32";"USA";545308;"1,3";"-1.59";"-1.49";"0.29";"0.39";"1.01";NA
"AMEUF";"Anteris Technologies Ltd";"Healthcare";"Medical Devices & Instruments";"6,99";"Australia";2004;"-2,33";"-9.31";"-3.65";"-5.69";"-0.68";"-1.95";NA
"AMFPF";"Amplifon SpA";"Healthcare";"Medical Devices & Instruments";"52,04";"Italy";396;"0,88";"0.30";"0.53";"0.51";"0.54";"0.54";NA
"AMG";"Affiliated Managers Group Inc";"Financial Services";"Asset Management";"171,36";"USA";179999;"9,99";"8.57";"12.03";"4.52";"0.31";"4.33";NA
"AMGDF";"Aston Martin Lagonda Global Holdings PLC";"Consumer Cyclical";"Vehicles & Parts";"27";"UK";6840;"-3,58";"-5.20";"2.80";"-2.24";"-24.46";"-7.30";NA
"AMGN";"Amgen Inc";"Healthcare";"Drug Manufacturers";"224,13";"USA";2393836;"9,83";"10.24";"2.69";"12.62";"12.88";"12.31";NA
"AMGXF";"AnGes Inc";"Healthcare";"Biotechnology";"6,51";"Japan";300;"-0,66";"-0.65";"-0.44";"-0.31";"-0.33";"-0.34";NA
"AMH";"American Homes 4 Rent";"Real Estate";"REITs";"41,85";"USA";1755875;"0,31";"-0.14";"-0.08";"0.08";"0.29";"0.28";NA
"AMIGF";"Admiral Group PLC";"Financial Services";"Insurance";"46,91";"UK";333;"5,11";"0.98";"1.57";"1.73";"1.94";"2.41";NA
"AMIVF";"Atrium Mortgage Investment Corp";"Financial Services";"Banks";"11,49";"Canada";227;"0,74";"0.71";"0.74";"0.70";"0.73";"0.73";NA
"AMKAF";"A. P. Moller Maersk A/S";"Industrials";"Transportation";"2596";"Denmark";10;"447";"-93.00";"-58.00";"152.00";"-4.00";"145.00";NA
"AMKR";"Amkor Technology Inc";"Technology";"Semiconductors";"27,93";"USA";1178125;"1,9";"0.74";"1.10";"0.53";"0.50";"1.40";NA
"AMLYY";"AMP Ltd";"Financial Services";"Asset Management";"3,3";"Australia";8385;"0,11";"-0.34";"0.89";"0.03";"-2.19";"0.15";NA
"AMN";"AMN Healthcare Services Inc";"Healthcare";"Healthcare Providers & Services";"110,94";"USA";275985;"3,6";"2.15";"2.68";"2.91";"2.40";"1.48";NA
"AMNB";"American National Bankshares Inc";"Financial Services";"Banks";"33,73";"USA";16586;"3,48";"1.89";"1.76";"2.59";"1.98";"2.73";NA
"AMOT";"Allied Motion Technologies Inc";"Technology";"Hardware";"34,39";"USA";26839;"1,62";"0.67";"0.58";"1.13";"1.20";"0.95";NA
"AMOV";"America Movil SAB de CV";"Communication Services";"Telecommunication Services";"19,07";"Mexico";6210;"1,49";"0.13";"0.46";"0.79";"1.08";"0.71";NA
"AMP";"Ameriprise Financial Inc";"Financial Services";"Asset Management";"272,78";"USA";421210;"8,79";"7.81";"9.44";"14.20";"13.92";"12.20";NA
"AMPE";"Ampio Pharmaceuticals Inc";"Healthcare";"Biotechnology";"1,62";"USA";1248940;"-0,08";"-0.36";"-0.79";"0.46";"-0.14";"-0.09";NA
"AMPG";"AmpliTech Group Inc";"Technology";"Hardware";"3,76";"USA";123835;"-0,38";"0.20";"-0.04";"0.08";NA;"-0.37";NA
"AMPH";"Amphastar Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"19,38";"USA";168829;"0,21";"0.21";"0.08";"-0.12";"0.98";"0.03";NA
"AMPY";"Amplify Energy Corp";"Energy";"Oil & Gas";"3,62";"USA";391496;"-2,9";NA;"-3.39";"1.91";"-1.20";"-12.34";NA
"AMR";"Alpha Metallurgical Resources Inc";"Basic Materials";"Steel";"39";"USA";241259;"-12,04";NA;"14.35";"25.54";"-16.82";"-24.42";NA
"AMRC";"Ameresco Inc";"Industrials";"Construction";"68,71";"USA";234833;"1,36";"0.26";"0.82";"0.81";"0.93";"1.10";NA
"AMRN";"Amarin Corp PLC";"Healthcare";"Biotechnology";"5,54";"Ireland";3868849;"0,01";"-0.41";"-0.25";"-0.39";"-0.07";"-0.05";NA
"AMRS";"Amyris Inc";"Basic Materials";"Chemicals";"15,16";"USA";3120432;"-1,89";"-6.55";"-6.26";"-3.69";"-2.72";"-1.88";NA
"AMRX";"Amneal Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"5,25";"USA";1151834;"0,06";NA;NA;"-0.16";"-2.74";"0.61";NA
"AMS";"American Shared Hospital Services";"Healthcare";"Healthcare Providers & Services";"2,69";"USA";138347;"-1,04";"0.17";"0.33";"0.17";"0.11";"-1.14";NA
"AMSF";"AMERISAFE Inc";"Financial Services";"Insurance";"57,49";"USA";70014;"4,9";"4.05";"2.40";"3.71";"4.80";"4.47";NA
"AMSSY";"ams AG";"Technology";"Semiconductors";"10,41";"Austria";2765;"-0,31";"0.53";"0.40";"0.24";"1.37";"-0.04";NA
"AMSYF";"ArcelorMittal SA";"Basic Materials";"Steel";"33,9";"Luxembourg";106735;"6,18";"1.86";"4.46";"5.04";"-2.42";"-0.64";NA
"AMT";"American Tower Corp";"Real Estate";"REITs";"291,68";"USA";1332404;"4,96";"1.98";"2.67";"2.77";"4.24";"3.79";NA
"AMTB";"Amerant Bancorp Inc";"Financial Services";"Banks";"26,54";"USA";55706;"1,04";"0.68";"1.23";"1.08";"1.20";"-0.04";NA
"AMTX";"Aemetis Inc";"Energy";"Oil & Gas";"10,23";"USA";861196;"-2,29";"-0.79";"-1.53";"-1.63";"-1.75";"-1.74";NA
"AMVMF";"Advanced Metallurgical Group NV";"Basic Materials";"Metals & Mining";"35,4";"Netherlands";1000;"-0,26";"1.32";"1.80";"2.97";"-1.64";"-1.47";NA
"AMXEF";"Amex Exploration Inc";"Basic Materials";"Metals & Mining";"1,98";"Canada";21818;"0,03";"-0.01";"-0.02";"-0.04";"-0.05";"-0.02";NA
"AMYT";"Amryt Pharma PLC";"Healthcare";"Drug Manufacturers";"11,2";"UK";121128;"-2,4";"-1.51";"-4.22";"-3.33";"-4.15";"-3.30";NA
"AMYZF";"American Manganese Inc";"Basic Materials";"Metals & Mining";"1,06";"Canada";337858;"-0,01";"-0.01";"-0.01";"-0.02";"-0.04";NA;NA
"AMZN";"Amazon.com Inc";"Consumer Cyclical";"Retail - Cyclical";"3421,57";"USA";3190667;"57,37";"4.90";"6.15";"20.14";"23.01";"41.83";NA
"AN";"AutoNation Inc";"Consumer Cyclical";"Vehicles & Parts";"110,56";"USA";1173307;"11,46";"4.15";"4.43";"4.34";"4.97";"4.30";NA
"ANAB";"AnaptysBio Inc";"Healthcare";"Biotechnology";"24,99";"USA";156811;"-0,32";"-0.24";"-1.52";"-2.50";"-3.60";"-0.73";NA
"ANAT";"American National Group Inc";"Financial Services";"Insurance";"191,86";"USA";116757;"32,56";"6.71";"18.31";"5.91";"23.07";"17.38";NA
"ANDE";"Andersons Inc";"Consumer Defensive";"Retail - Defensive";"30,37";"USA";144681;"2,2";"0.41";"1.50";"1.46";"0.55";"0.23";NA
"ANET";"Arista Networks Inc";"Technology";"Hardware";"372,1";"USA";380543;"9,17";"2.50";"5.35";"4.06";"10.63";"7.99";NA
"ANEWF";"Australia and New Zealand Banking Group Ltd";"Financial Services";"Banks";"20,52";"Australia";3348;"1,24";"1.44";"1.68";"1.53";"1.38";"0.85";NA
"ANFGF";"Antofagasta PLC";"Basic Materials";"Metals & Mining";"20,18";"UK";2271;"1,05";"0.16";"0.76";"0.55";"0.51";"0.51";NA
"ANGI";"Angi Inc";"Communication Services";"Interactive Media";"10,73";"USA";1088607;"-0,08";"0.03";"-0.24";"0.15";"0.07";"-0.01";NA
"ANGMF";"Angler Gaming PLC";"Consumer Cyclical";"Travel & Leisure";"2,21";"Malta";811;"0,18";"0.02";"0.10";"0.07";"0.09";"0.19";NA
"ANIK";"Anika Therapeutics Inc";"Healthcare";"Biotechnology";"42,97";"USA";62881;"-0,9";"2.15";"2.11";"1.27";"1.89";"-1.69";NA
"ANIOY";"Acerinox SA";"Basic Materials";"Steel";"6,78";"Spain";659;"0,55";"0.16";"0.50";"0.49";"-0.12";"0.11";NA
"ANIP";"ANI Pharmaceuticals Inc";"Healthcare";"Drug Manufacturers";"27,4";"USA";55206;"-1,42";"0.34";"-0.09";"1.30";"0.50";"-1.88";NA
"ANIX";"Anixa Biosciences Inc";"Healthcare";"Medical Diagnostics & Research";"5,48";"USA";368527;"-0,4";"-0.57";"-0.58";"-0.79";"-0.59";"-0.45";NA
"ANNSF";"Aena SME SA";"Industrials";"Transportation";"158,75";"Spain";125;"-2,42";"8.19";"9.72";"10.07";"10.68";"-1.03";NA
"ANPCF";"ANGLE PLC";"Healthcare";"Medical Diagnostics & Research";"1,42";"UK";150000;"-0,09";"-0.12";"-0.11";"-0.11";"-0.09";"-0.09";NA
"ANPDF";"ANTA Sports Products Ltd";"Consumer Cyclical";"Travel & Leisure";"19,89";"China";4666;"0,41";"0.14";"0.18";"0.22";"0.28";"0.29";NA
"ANSS";"Ansys Inc";"Technology";"Software";"365,8";"USA";285259;"5,21";"2.99";"2.98";"4.88";"5.25";"4.97";NA
"ANTE";"AirNet Technology Inc";"Communication Services";"Telecommunication Services";"2,74";"China";62044;"0,6";"-5.20";"-12.50";"-7.20";"-2.50";"0.60";NA
"ANTM";"Anthem Inc";"Healthcare";"Healthcare Plans";"370,57";"USA";1029553;"17,02";"9.21";"14.35";"14.19";"18.47";"17.98";NA
"ANY";"Sphere 3D Corp";"Technology";"Software";"6,36";"Canada";24987447;"-0,8";"-275.36";"-42.08";"-15.80";"-1.59";"-0.98";NA
"AOCIF";"AutoCanada Inc";"Consumer Cyclical";"Vehicles & Parts";"37,79";"Canada";163;"3,18";"0.07";"1.65";"-2.34";"-0.78";"-0.21";NA
"AOIFF";"Africa Oil Corp";"Energy";"Oil & Gas";"1,34";"Canada";62284;"0,37";"-0.04";"-0.01";"-0.14";"-0.33";"-0.04";NA
"AOMOY";"MOSENERGO";"Utilities";"Utilities - Independent Power Producers";"1,36";"Russia";369;"0,18";"0.28";"0.55";"0.39";"0.20";"0.14";NA
"AON";"Aon PLC";"Financial Services";"Insurance";"285,34";"UK";2222621;"9,11";"5.16";"4.70";"4.59";"6.37";"8.45";NA
"AOS";"A.O. Smith Corp";"Industrials";"Industrial Products";"72,94";"USA";717365;"2,72";"1.85";"1.70";"2.58";"2.22";"2.12";NA
"AP";"Ampco-Pittsburgh Corp";"Industrials";"Industrial Products";"4,82";"USA";44462;"0,24";"-6.68";"-0.98";"-5.57";"-1.67";"0.54";NA
"APA";"APA Corp";"Energy";"Oil & Gas";"18,66";"USA";7877803;"1,78";"-3.71";"3.41";"0.11";"-9.43";"-12.86";NA
"APAM";"Artisan Partners Asset Management Inc";"Financial Services";"Asset Management";"51,99";"USA";449815;"4,6";"1.57";"0.75";"2.84";"2.65";"3.40";NA
